YEAR,FIPS,PLACE,GEO_ID,NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M
2022,600212,Acton,6037910213,Census Tract 9102.13,128,94,51,82,0,13,0,13,11,16,25,42,0,13,0,13,0,13,41,27,0,13,128,94,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,26,0,13,0,13,0,13,0,13,33,26,0,13,95,93,51,82,11,16,25,42,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
2022,600212,Acton,6037910804,Census Tract 9108.04,86,64,0,13,18,28,6,10,0,13,0,13,0,13,33,51,0,13,29,35,0,13,86,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,68,56,6,10,0,13,0,13,0,13,62,56,0,13,18,28,18,28,0,13,0,13,0,13,0,13,0,13
2022,600212,Acton,6037910814,Census Tract 9108.14,83,54,0,13,12,16,0,13,23,38,0,13,0,13,0,13,0,13,32,33,16,18,83,54,7,11,0,13,0,13,0,13,0,13,7,11,0,13,23,38,0,13,23,38,0,13,0,13,0,13,0,13,53,36,12,16,0,13,0,13,0,13,25,31,16,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13
2022,600212,Acton,6037910815,Census Tract 9108.15,192,104,0,19,51,54,34,48,10,16,0,19,0,19,0,19,7,11,5,8,85,75,192,104,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,156,92,56,54,10,16,0,19,0,19,5,8,85,75,36,50,29,48,0,19,0,19,0,19,7,11,0,19
2022,600394,Agoura Hills,6037800324,Census Tract 8003.24,287,127,14,24,22,31,46,56,15,25,8,16,0,19,22,32,17,29,124,88,19,26,287,127,0,19,0,19,0,19,0,19,0,19,0,19,0,19,23,30,0,19,15,25,8,16,0,19,0,19,0,19,247,122,82,66,0,19,0,19,0,19,146,105,19,26,17,29,0,19,0,19,0,19,0,19,17,29,0,19
2022,600394,Agoura Hills,6037800328,Census Tract 8003.28,83,34,2,10,32,24,6,9,0,13,0,13,0,13,0,13,0,13,37,34,6,10,83,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,10,2,10,0,13,0,13,0,13,0,13,0,13,75,37,38,24,0,13,0,13,0,13,37,34,0,13,6,10,0,13,0,13,0,13,0,13,0,13,6,10
2022,600394,Agoura Hills,6037800333,Census Tract 8003.33,678,159,27,29,59,44,75,62,17,26,134,106,16,26,34,24,54,51,213,104,49,45,678,159,0,13,0,13,0,13,0,13,0,13,0,13,0,13,143,97,41,40,0,13,47,75,0,13,55,43,0,13,414,123,100,66,0,13,87,72,16,26,162,86,49,45,121,78,20,23,17,26,0,13,0,13,84,74,0,13
2022,600394,Agoura Hills,6037800334,Census Tract 8003.34,194,94,0,13,0,13,0,13,40,44,46,52,25,33,0,13,17,26,66,64,0,13,194,94,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,37,0,13,0,13,0,13,0,13,23,37,0,13,154,89,0,13,40,44,46,52,25,33,43,54,0,13,17,26,0,13,0,13,0,13,0,13,17,26,0,13
2022,600394,Agoura Hills,6037800335,Census Tract 8003.35,311,117,8,11,30,33,36,46,13,16,17,25,10,16,0,13,68,63,53,45,76,53,311,117,9,14,0,13,0,13,0,13,0,13,9,14,0,13,37,57,0,13,0,13,0,13,0,13,37,57,0,13,201,95,67,65,13,16,0,13,10,16,56,48,55,48,64,40,7,11,0,13,17,25,0,13,19,20,21,25
2022,600394,Agoura Hills,6037800336,Census Tract 8003.36,91,89,52,78,13,23,0,13,26,38,0,13,0,13,0,13,0,13,0,13,0,13,91,89,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,38,0,13,26,38,0,13,0,13,0,13,0,13,52,78,52,78,0,13,0,13,0,13,0,13,0,13,13,23,13,23,0,13,0,13,0,13,0,13,0,13
