YEAR,FIPS,PLACE,GEO_ID,NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M
2017,600212,Acton,6037910205,Census Tract 9102.05,103,56,0,12,31,38,0,12,38,38,11,17,0,12,0,12,0,12,23,23,0,12,103,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,34,0,12,30,34,0,12,0,12,0,12,0,12,66,44,31,38,8,11,11,17,0,12,16,18,0,12,7,11,0,12,0,12,0,12,0,12,7,11,0,12
2017,600212,Acton,6037910804,Census Tract 9108.04,96,58,0,12,0,12,0,12,12,19,13,18,0,12,6,11,0,12,19,21,46,49,96,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,51,0,12,0,12,0,12,0,12,6,11,46,49,44,32,0,12,12,19,13,18,0,12,19,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2017,600212,Acton,6037910805,Census Tract 9108.05,265,121,0,12,16,17,62,54,10,15,0,12,54,56,0,12,0,12,98,83,25,40,265,121,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,62,19,30,0,12,0,12,0,12,34,54,0,12,212,106,59,50,10,15,0,12,54,56,64,61,25,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2017,600212,Acton,6037910812,Census Tract 9108.12,16,16,0,12,0,12,0,12,0,12,0,12,9,15,0,12,3,4,4,6,0,12,16,16,3,4,0,12,0,12,0,12,0,12,3,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,16,0,12,0,12,0,12,9,15,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2017,600212,Acton,6037910813,Census Tract 9108.13,82,44,0,12,12,19,0,12,12,19,0,12,0,12,8,13,11,15,10,16,29,20,82,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,22,12,19,0,12,0,12,0,12,0,12,8,11,53,37,0,12,12,19,0,12,0,12,29,26,12,18,9,14,0,12,0,12,0,12,0,12,0,12,9,14
2017,600394,Agoura Hills,6037800324,Census Tract 8003.24,393,131,0,17,59,74,66,58,94,90,54,61,0,17,36,58,14,24,70,56,0,17,393,131,0,17,0,17,0,17,0,17,0,17,0,17,0,17,80,77,19,31,46,70,0,17,0,17,15,23,0,17,286,133,106,100,48,56,54,61,0,17,78,77,0,17,27,31,0,17,0,17,0,17,0,17,27,31,0,17
2017,600394,Agoura Hills,6037800326,Census Tract 8003.26,360,105,38,28,12,19,65,52,45,58,10,17,43,47,0,17,24,28,78,52,45,53,360,105,10,16,0,17,0,17,0,17,0,17,10,16,0,17,78,65,24,27,0,17,0,17,26,42,0,17,28,44,218,85,55,38,45,58,10,17,17,19,82,57,9,13,54,49,36,45,0,17,0,17,0,17,10,15,8,13
2017,600394,Agoura Hills,6037800327,Census Tract 8003.27,990,187,27,40,45,35,172,116,80,70,90,51,155,107,13,20,43,41,352,131,13,21,990,187,46,35,0,17,0,17,0,17,10,17,36,30,0,17,200,135,110,101,0,17,36,38,54,69,0,17,0,17,618,150,122,86,80,70,54,37,41,42,308,132,13,21,126,94,12,21,0,17,0,17,50,78,64,49,0,17
2017,600394,Agoura Hills,6037800328,Census Tract 8003.28,469,86,0,12,8,12,45,32,35,25,73,60,14,16,35,26,132,73,120,77,7,11,469,86,56,41,0,12,13,15,7,10,0,12,29,34,7,11,68,40,20,19,22,21,9,14,0,12,17,21,0,12,345,80,33,30,0,12,57,57,14,16,241,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2017,600394,Agoura Hills,6037800329,Census Tract 8003.29,963,189,0,17,14,25,48,52,78,60,104,68,74,57,16,25,145,144,419,195,65,73,963,189,103,83,0,17,12,20,0,17,0,17,91,81,0,17,269,127,0,17,0,17,52,53,5,10,162,123,50,82,515,170,62,57,45,44,52,49,54,53,287,166,15,28,76,60,0,17,21,32,0,17,15,23,40,45,0,17
