YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden
2010,6037602200,Census Tract 6022,Del Aire,Los Angeles County,California,DelAire,990,188,9,15,44,41,48,56,227,120,123,70,164,106,43,39,108,76,224,118,0,132,990,188,0,132,0,132,0,132,0,132,0,132,0,132,0,132,285,128,48,56,85,78,34,32,0,132,118,85,0,132,569,176,53,45,129,99,89,61,164,106,134,90,0,132,136,84,0,132,13,23,0,132,0,132,123,79,0,132,54.44,,41.4,52.37,90.44,22.63
2010,6037602301,Census Tract 6023.01,Del Aire,Los Angeles County,California,DelAire,488,126,53,50,34,31,31,30,127,78,14,18,66,58,16,26,35,32,56,46,56,72,488,126,0,132,0,132,0,132,0,132,0,132,0,132,0,132,135,97,25,28,18,29,0,132,0,132,47,32,45,70,314,101,87,58,98,77,14,18,66,58,49,40,0,132,39,29,6,13,11,16,0,132,0,132,11,16,11,18,35.45,,34.81,36.62,28.21,11.48
2011,6037602200,Census Tract 6022,Del Aire,Los Angeles County,California,DelAire,1129,191,10,17,43,42,62,65,228,107,232,127,151,124,43,44,89,71,271,127,0,95,1129,191,0,95,0,95,0,95,0,95,0,95,0,95,0,95,368,142,53,65,123,86,37,35,0,95,155,98,0,95,567,160,62,48,92,88,195,119,116,102,102,78,0,95,194,105,0,95,13,21,0,95,35,51,146,99,0,95,49.07,,42.12,38.45,93.3,24.0
2011,6037602301,Census Tract 6023.01,Del Aire,Los Angeles County,California,DelAire,473,135,56,64,35,34,29,31,59,41,10,17,59,55,37,41,38,35,84,87,66,82,473,135,0,95,0,95,0,95,0,95,0,95,0,95,0,95,126,92,29,34,17,28,0,95,0,95,27,30,53,81,291,117,89,69,30,32,10,17,59,55,103,92,0,95,56,42,2,10,12,18,0,95,0,95,29,32,13,21,46.09,,21.43,55.67,51.79,17.76
2012,6037602200,Census Tract 6022,Del Aire,Los Angeles County,California,DelAire,1209,177,10,15,125,92,86,80,176,108,195,106,144,114,90,78,111,76,272,168,0,18,1209,177,0,18,0,18,0,18,0,18,0,18,0,18,0,18,406,143,132,100,107,80,20,25,12,19,135,97,0,18,640,182,89,58,53,66,175,103,106,94,217,118,0,18,163,103,0,18,16,26,0,18,26,38,121,97,0,18,51.03,,36.21,50.47,90.18,22.5
2012,6037602301,Census Tract 6023.01,Del Aire,Los Angeles County,California,DelAire,414,120,16,24,34,37,39,39,64,52,24,28,50,54,23,28,25,27,83,68,56,73,414,120,0,18,0,18,0,18,0,18,0,18,0,18,0,18,100,82,29,33,13,21,0,18,0,18,14,21,44,70,255,102,52,42,40,40,24,28,50,54,89,78,0,18,59,36,8,14,11,17,0,18,0,18,28,27,12,19,43.72,,14.0,54.51,47.46,20.05
2013,6037602200,Census Tract 6022,Del Aire,Los Angeles County,California,DelAire,1277,169,10,15,110,93,84,72,108,65,227,123,102,75,126,86,162,108,291,172,57,68,1277,169,14,23,0,17,14,23,0,17,0,17,0,17,0,17,430,143,137,109,49,37,55,75,21,32,157,117,11,18,642,165,52,44,15,25,172,107,55,57,302,150,46,66,191,113,15,23,30,35,0,17,26,37,120,102,0,17,53.33,0.0,41.4,55.61,76.44,22.79
2013,6037602301,Census Tract 6023.01,Del Aire,Los Angeles County,California,DelAire,568,156,31,27,39,34,60,53,74,53,121,91,34,39,11,17,29,33,126,90,43,66,568,156,0,17,0,17,0,17,0,17,0,17,0,17,0,17,108,85,31,32,15,23,0,17,0,17,21,26,41,64,374,139,58,42,50,45,121,91,34,39,109,88,2,9,86,56,41,46,9,14,0,17,0,17,36,31,0,17,35.21,,19.44,38.24,41.86,22.18
2014,6037602200,Census Tract 6022,Del Aire,Los Angeles County,California,DelAire,1460,180,0,17,134,93,156,100,135,91,215,116,87,74,242,137,154,112,284,167,53,74,1460,180,12,19,0,17,12,19,0,17,0,17,0,17,0,17,456,183,148,115,76,73,51,67,24,37,145,88,12,19,890,231,129,73,30,33,164,100,36,46,490,224,41,72,102,82,13,23,17,27,0,17,27,44,45,57,0,17,52.53,0.0,37.06,59.1,70.59,19.45
2014,6037602301,Census Tract 6023.01,Del Aire,Los Angeles County,California,DelAire,636,159,22,22,25,26,48,43,146,93,95,78,43,32,62,60,55,37,129,87,11,18,636,159,0,17,0,17,0,17,0,17,0,17,0,17,0,17,111,75,27,28,53,59,0,17,0,17,31,29,0,17,460,155,41,39,93,75,95,78,43,32,177,109,11,18,65,41,27,34,0,17,0,17,0,17,38,31,0,17,45.44,,27.93,47.83,58.46,20.28
