YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden
2010,6037320100,Census Tract 3201,San Fernando,Los Angeles County,California,SanFernando,499,147,0,132,14,22,31,28,13,22,0,132,56,62,46,42,41,64,255,120,43,56,499,147,0,132,0,132,0,132,0,132,0,132,0,132,0,132,101,76,0,132,0,132,0,132,0,132,101,76,0,132,357,123,45,36,13,22,0,132,56,62,234,121,9,15,41,55,0,132,0,132,0,132,0,132,7,12,34,54,79.76,,100.0,81.23,17.07,51.1
2010,6037320201,Census Tract 3202.01,San Fernando,Los Angeles County,California,SanFernando,822,136,44,68,62,81,19,30,90,94,47,43,34,50,88,78,195,132,243,121,0,132,822,136,97,98,0,132,53,84,0,132,0,132,44,53,0,132,159,117,0,132,26,42,0,132,31,49,102,97,0,132,454,145,125,106,11,18,31,37,3,12,284,142,0,132,112,92,0,132,0,132,16,25,0,132,96,90,0,132,68.13,45.36,83.65,63.22,85.71,29.56
2010,6037320202,Census Tract 3202.02,San Fernando,Los Angeles County,California,SanFernando,626,160,0,132,70,64,25,39,87,99,64,76,89,102,80,89,43,54,115,119,53,55,626,160,67,68,23,36,0,132,0,132,0,132,44,58,0,132,158,106,39,46,52,82,29,47,0,132,38,54,0,132,366,159,33,51,35,53,0,132,89,102,156,127,53,55,35,57,0,132,0,132,35,57,0,132,0,132,0,132,52.24,65.67,24.05,66.94,0.0,18.37
2010,6037320300,Census Tract 3203,San Fernando,Los Angeles County,California,SanFernando,861,159,0,132,95,73,96,66,41,31,47,52,61,48,42,39,144,79,252,96,83,58,861,159,35,35,0,132,0,132,0,132,8,14,9,16,18,28,260,108,34,40,32,29,19,28,20,23,125,76,30,48,505,127,148,90,9,14,28,43,33,38,252,106,35,41,61,45,9,13,0,132,0,132,0,132,52,44,0,132,57.96,48.57,55.77,56.44,85.25,29.27
2011,6037320100,Census Tract 3201,San Fernando,Los Angeles County,California,SanFernando,556,135,0,95,29,34,32,30,11,17,19,28,72,63,24,30,77,71,263,107,29,37,556,135,0,95,0,95,0,95,0,95,0,95,0,95,0,95,191,106,18,30,0,95,8,14,51,57,114,82,0,95,343,125,43,35,11,17,11,18,21,26,250,116,7,12,22,35,0,95,0,95,0,95,0,95,0,95,22,35,78.42,,86.39,79.01,0.0,47.3
2011,6037320201,Census Tract 3202.01,San Fernando,Los Angeles County,California,SanFernando,796,155,40,61,15,30,16,26,70,78,50,49,34,45,86,72,118,104,367,139,0,95,796,155,88,84,0,95,43,68,0,95,0,95,45,52,0,95,142,99,15,30,0,95,0,95,25,42,102,103,0,95,463,157,56,67,27,33,32,40,9,18,339,144,0,95,103,79,0,95,0,95,18,29,0,95,85,75,0,95,76.01,51.14,89.44,75.16,82.52,46.11
2011,6037320202,Census Tract 3202.02,San Fernando,Los Angeles County,California,SanFernando,590,158,0,95,102,93,37,60,52,79,78,88,83,88,51,66,98,79,73,72,16,26,590,158,45,58,34,55,0,95,0,95,0,95,11,19,0,95,155,112,55,68,0,95,35,59,0,95,65,81,0,95,347,161,50,76,52,79,0,95,83,88,146,110,16,26,43,70,0,95,0,95,43,70,0,95,0,95,0,95,51.69,24.44,41.94,65.99,0.0,12.37
2011,6037320300,Census Tract 3203,San Fernando,Los Angeles County,California,SanFernando,921,138,0,95,69,59,67,41,66,50,68,63,51,48,25,27,155,89,349,110,71,58,921,138,27,34,0,95,0,95,0,95,9,17,18,30,0,95,263,95,32,37,10,17,42,48,42,45,110,68,27,42,534,122,95,67,56,48,26,39,0,95,322,107,35,40,97,60,9,14,0,95,0,95,0,95,79,57,9,13,62.98,100.0,57.79,60.3,81.44,37.89
2012,6037320100,Census Tract 3201,San Fernando,Los Angeles County,California,SanFernando,465,129,0,18,27,33,36,31,0,18,15,19,65,55,60,51,36,43,187,101,39,41,465,129,0,18,0,18,0,18,0,18,0,18,0,18,0,18,204,96,19,30,0,18,7,13,48,51,122,80,8,12,238,99,44,34,0,18,8,14,17,20,161,85,8,12,23,37,0,18,0,18,0,18,0,18,0,18,23,37,74.84,,83.33,74.79,0.0,40.22
2012,6037320201,Census Tract 3202.01,San Fernando,Los Angeles County,California,SanFernando,782,167,46,73,28,39,17,27,93,89,33,39,41,44,76,39,157,117,291,148,0,13,782,167,65,79,0,13,47,74,0,13,0,13,18,29,0,13,141,104,28,39,19,32,0,13,0,13,94,95,0,13,546,157,63,78,27,33,22,34,41,44,393,146,0,13,30,34,0,13,0,13,11,18,0,13,19,29,0,13,72.25,27.69,66.67,79.49,63.33,37.21
