YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden
2010,6037901210,Census Tract 9012.10,Elizabeth Lake,Los Angeles County,California,ElizabethLake,46,46,0,132,10,16,0,132,27,41,0,132,9,15,0,132,0,132,0,132,0,132,46,46,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,19,22,10,16,0,132,0,132,9,15,0,132,0,132,27,41,0,132,27,41,0,132,0,132,0,132,0,132,19.57,,,47.37,0.0,0.0
2010,6037901213,Census Tract 9012.13,Elizabeth Lake,Los Angeles County,California,ElizabethLake,118,61,13,21,0,132,0,132,0,132,0,132,18,27,28,30,14,21,35,35,10,15,118,61,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,108,59,13,21,0,132,0,132,18,27,77,48,0,132,10,15,0,132,0,132,0,132,0,132,0,132,10,15,80.51,,,87.96,0.0,29.66
2010,6037920102,Census Tract 9201.02,Elizabeth Lake,Los Angeles County,California,ElizabethLake,898,150,6,10,19,20,90,64,130,73,36,29,140,106,99,60,42,51,250,105,86,65,898,150,44,38,0,132,8,13,0,132,0,132,16,17,20,33,158,82,39,30,14,23,0,132,48,51,38,46,19,31,616,139,63,56,108,68,30,27,82,79,298,119,35,44,80,41,13,21,0,132,6,10,10,16,39,30,12,17,59.13,36.36,54.43,61.69,61.25,27.84
2011,6037901210,Census Tract 9012.10,Elizabeth Lake,Los Angeles County,California,ElizabethLake,38,26,0,95,6,12,0,95,16,26,0,95,10,18,0,95,0,95,0,95,6,9,38,26,0,95,0,95,0,95,0,95,0,95,0,95,0,95,16,26,0,95,16,26,0,95,0,95,0,95,0,95,22,20,6,12,0,95,0,95,10,18,0,95,6,9,0,95,0,95,0,95,0,95,0,95,0,95,0,95,26.32,,0.0,45.45,,0.0
2011,6037901213,Census Tract 9012.13,Elizabeth Lake,Los Angeles County,California,ElizabethLake,111,60,0,95,0,95,0,95,3,7,0,95,13,19,22,26,27,29,37,38,9,14,111,60,0,95,0,95,0,95,0,95,0,95,0,95,0,95,3,7,0,95,3,7,0,95,0,95,0,95,0,95,99,60,0,95,0,95,0,95,13,19,86,57,0,95,9,14,0,95,0,95,0,95,0,95,0,95,9,14,89.19,,0.0,100.0,0.0,33.33
2011,6037920102,Census Tract 9201.02,Elizabeth Lake,Los Angeles County,California,ElizabethLake,898,152,5,9,35,41,85,71,102,73,60,38,148,92,102,57,48,50,260,111,53,57,898,152,24,21,0,95,9,13,0,95,0,95,15,17,0,95,128,79,21,24,0,95,10,15,51,54,46,51,0,95,655,156,83,68,93,72,43,35,87,72,308,113,41,54,91,48,21,33,0,95,7,12,10,15,41,35,12,18,62.14,62.5,75.78,60.31,56.04,28.95
2012,6037901210,Census Tract 9012.10,Elizabeth Lake,Los Angeles County,California,ElizabethLake,58,40,6,9,10,15,0,13,17,26,0,13,14,17,0,13,0,13,6,9,5,8,58,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,26,0,13,17,26,0,13,0,13,0,13,0,13,41,27,16,18,0,13,0,13,14,17,6,9,5,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34.48,,0.0,48.78,,10.34
2012,6037901213,Census Tract 9012.13,Elizabeth Lake,Los Angeles County,California,ElizabethLake,162,74,0,13,31,41,7,12,20,23,0,13,21,23,22,23,19,24,33,34,9,16,162,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,19,0,13,6,10,0,13,10,16,0,13,0,13,137,72,38,44,14,21,0,13,11,16,74,49,0,13,9,16,0,13,0,13,0,13,0,13,0,13,9,16,58.64,,62.5,62.04,0.0,20.37
2012,6037920102,Census Tract 9201.02,Elizabeth Lake,Los Angeles County,California,ElizabethLake,871,140,9,15,38,45,86,63,92,61,96,61,128,92,74,50,28,27,260,110,60,61,871,140,18,20,0,18,10,16,0,18,0,18,8,12,0,18,105,72,23,26,0,18,12,18,12,19,58,64,0,18,607,144,85,60,82,58,48,41,116,91,228,89,48,58,141,64,25,38,0,18,36,46,0,18,68,36,12,19,56.26,44.44,66.67,56.67,48.23,29.85
2013,6037901210,Census Tract 9012.10,Elizabeth Lake,Los Angeles County,California,ElizabethLake,60,34,4,7,12,18,0,12,14,22,0,12,19,21,0,12,0,12,6,9,5,7,60,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,14,22,0,12,0,12,0,12,0,12,46,31,16,19,0,12,0,12,19,21,6,9,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41.67,,0.0,54.35,,10.0
