YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden
2010,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,907,120,0,132,49,38,107,50,108,58,89,48,113,67,104,66,77,53,159,81,101,70,907,120,31,35,0,132,0,132,0,132,19,30,12,19,0,132,249,104,59,50,14,23,35,35,14,22,127,72,0,132,523,104,91,53,94,54,41,37,52,42,164,89,81,60,104,65,6,10,0,132,13,21,28,35,37,32,20,34,49.94,100.0,56.63,41.3,62.5,17.53
2010,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,176,66,33,38,15,24,60,49,0,132,31,48,0,132,0,132,0,132,0,132,37,33,176,66,11,18,0,132,0,132,0,132,0,132,0,132,11,18,33,38,33,38,0,132,0,132,0,132,0,132,0,132,106,57,49,46,0,132,31,48,0,132,0,132,26,29,26,22,26,22,0,132,0,132,0,132,0,132,0,132,0.0,0.0,0.0,0.0,0.0,0.0
2011,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,839,118,0,95,50,38,77,53,104,60,89,59,97,60,109,66,63,44,167,79,83,53,839,118,13,20,0,95,0,95,0,95,0,95,13,20,0,95,244,90,60,58,0,95,55,46,15,23,114,54,0,95,475,100,61,40,104,60,21,26,54,43,174,90,61,47,107,65,6,11,0,95,13,22,28,36,38,33,22,35,51.97,100.0,52.87,48.0,61.68,19.9
2011,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,121,73,33,38,15,24,15,24,0,95,34,49,0,95,0,95,0,95,0,95,24,26,121,73,11,18,0,95,0,95,0,95,0,95,0,95,11,18,19,30,19,30,0,95,0,95,0,95,0,95,0,95,76,59,29,33,0,95,34,49,0,95,0,95,13,20,15,24,15,24,0,95,0,95,0,95,0,95,0,95,0.0,0.0,0.0,0.0,0.0,0.0
2012,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,893,105,0,13,61,43,98,57,116,65,111,62,76,47,112,54,51,42,206,74,62,45,893,105,24,29,0,13,0,13,0,13,0,13,24,29,0,13,235,77,54,44,15,23,34,33,21,24,111,60,0,13,536,98,99,54,86,56,66,50,48,40,175,64,62,45,98,48,6,9,15,23,11,19,7,10,59,41,0,13,49.83,100.0,56.17,41.6,67.35,23.07
2012,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,112,67,14,23,15,24,15,23,0,13,45,52,0,13,0,13,0,13,0,13,23,26,112,67,11,18,0,13,0,13,0,13,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,86,60,29,33,0,13,45,52,0,13,0,13,12,19,15,24,15,24,0,13,0,13,0,13,0,13,0,13,0.0,0.0,,0.0,0.0,0.0
2013,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,902,114,0,12,63,42,76,56,94,48,116,56,136,68,117,69,20,24,231,75,49,43,902,114,12,19,0,12,0,12,0,12,0,12,12,19,0,12,173,68,36,44,13,21,33,30,23,27,68,46,0,12,637,109,97,53,67,44,72,50,107,58,245,86,49,43,80,39,6,9,14,22,11,18,6,10,43,35,0,12,55.88,100.0,52.6,55.26,61.25,25.61
2013,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,106,46,33,33,16,26,0,12,0,12,16,20,9,14,0,12,8,13,0,12,24,25,106,46,12,18,0,12,0,12,0,12,0,12,0,12,12,18,22,27,13,22,0,12,0,12,9,14,0,12,0,12,56,34,20,26,0,12,16,20,0,12,8,13,12,19,16,26,16,26,0,12,0,12,0,12,0,12,0,12,16.04,0.0,40.91,14.29,0.0,0.0
2014,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,944,126,0,12,60,48,56,46,90,54,180,74,132,67,116,67,56,25,226,92,28,32,944,126,21,25,0,12,7,12,0,12,0,12,14,22,0,12,208,67,17,26,15,23,49,42,26,29,101,52,0,12,640,111,99,59,53,42,119,71,99,59,242,87,28,32,75,46,0,12,15,24,12,19,7,12,41,36,0,12,56.14,66.67,61.06,53.28,64.0,23.94
2014,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,111,42,45,38,11,18,0,12,0,12,16,20,8,14,11,17,8,13,0,12,12,19,111,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,27,14,22,0,12,0,12,8,14,11,17,0,12,78,38,42,37,0,12,16,20,0,12,8,13,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24.32,,57.58,10.26,,0.0
