YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden,RentBurden_15to24_str,RentBurden_25to34_str,RentBurden_35to64_str,RentBurden_65+_str,dummy
2023,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,181,72,4,5,0,14,25,24,5,7,0,14,5,6,49,62,16,19,59,36,18,13,181,72,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,7,0,14,0,14,0,14,0,14,5,7,0,14,9,11,0,14,0,14,0,14,0,14,0,14,9,11,167,73,29,24,5,7,0,14,5,6,119,68,9,9,71.27,,100.0,0.0,74.25,32.6,Not Available,100.0%,0.0%,74.25%,1
2014,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,151,34,16,12,4,6,8,7,0,12,3,4,6,9,0,12,5,7,65,29,44,21,151,34,6,9,0,12,0,12,0,12,6,9,0,12,0,12,3,4,0,12,0,12,0,12,0,12,0,12,3,4,27,15,5,5,0,12,0,12,0,12,0,12,22,14,115,29,23,15,0,12,3,4,0,12,70,29,19,15,50.33,100.0,0.0,0.0,60.87,43.05,100.0%,0.0%,0.0%,60.87%,1
2022,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,188,73,16,18,0,13,17,18,0,13,0,13,4,7,52,63,18,22,57,30,24,16,188,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,8,0,13,0,13,0,13,0,13,6,8,0,13,15,13,0,13,0,13,0,13,0,13,0,13,15,13,167,71,33,24,0,13,0,13,4,7,121,68,9,8,69.68,,100.0,0.0,74.85,30.32,Not Available,100.0%,0.0%,74.85%,1
2017,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,153,40,10,10,0,12,11,9,0,12,5,6,10,16,0,12,7,7,52,30,58,33,153,40,7,10,0,12,0,12,0,12,0,12,0,12,7,10,2,3,0,12,0,12,0,12,0,12,0,12,2,3,35,22,4,4,0,12,0,12,0,12,0,12,31,21,109,36,17,12,0,12,5,6,10,16,59,31,18,18,45.1,0.0,0.0,0.0,63.3,33.99,0.0%,0.0%,0.0%,63.3%,1
2019,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,165,37,21,18,0,12,12,8,0,12,4,5,10,16,12,18,3,5,55,30,48,30,165,37,6,9,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,23,0,12,0,12,0,12,0,12,0,12,31,23,128,36,33,20,0,12,4,5,10,16,70,32,11,17,48.48,0.0,,0.0,62.5,33.33,0.0%,Not Available,0.0%,62.5%,1
2016,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,155,40,17,11,0,12,9,8,0,12,7,7,19,21,0,12,5,6,55,29,43,20,155,40,10,11,0,12,0,12,0,12,6,9,0,12,4,5,2,3,0,12,0,12,0,12,0,12,0,12,2,3,27,16,5,5,0,12,0,12,0,12,0,12,22,15,116,33,21,13,0,12,7,7,13,19,60,30,15,13,50.97,60.0,0.0,0.0,62.93,35.48,60.0%,0.0%,0.0%,62.93%,1
2018,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,157,44,18,19,0,12,14,10,0,12,3,5,10,16,0,12,8,8,60,28,44,28,157,44,6,9,0,12,0,12,0,12,0,12,0,12,6,9,2,3,0,12,0,12,0,12,0,12,0,12,2,3,26,20,4,6,0,12,0,12,0,12,0,12,22,20,123,37,28,22,0,12,3,5,10,16,68,29,14,18,49.68,0.0,0.0,0.0,63.41,38.22,0.0%,0.0%,0.0%,63.41%,1
2021,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,190,65,13,17,0,13,8,7,0,13,0,13,0,13,48,62,15,17,63,34,43,23,190,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,7,0,13,0,13,0,13,0,13,6,7,0,13,27,22,0,13,0,13,0,13,0,13,0,13,27,22,157,63,21,18,0,13,0,13,0,13,120,69,16,21,66.32,,100.0,0.0,76.43,33.16,Not Available,100.0%,0.0%,76.43%,1
2010,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,50,28,0,132,0,132,3,6,0,132,0,132,0,132,0,132,0,132,41,26,6,7,50,28,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,15,16,0,132,0,132,0,132,0,132,9,14,6,7,35,25,3,6,0,132,0,132,0,132,32,24,0,132,82.0,,,60.0,91.43,82.0,Not Available,Not Available,60.0%,91.43%,1
2015,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,151,34,13,11,4,5,8,8,0,12,7,7,5,8,0,12,4,6,66,30,44,17,151,34,8,9,0,12,0,12,0,12,5,8,0,12,3,4,2,3,0,12,0,12,0,12,0,12,0,12,2,3,25,14,4,5,0,12,0,12,0,12,0,12,21,14,116,32,21,14,0,12,7,7,0,12,70,30,18,11,49.67,62.5,0.0,0.0,60.34,43.71,62.5%,0.0%,0.0%,60.34%,1
