YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden
2010,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,386,135,0,132,16,26,25,28,43,40,60,69,62,78,55,83,52,77,55,50,18,29,386,135,12,19,0,132,12,19,0,132,0,132,0,132,0,132,47,73,0,132,0,132,0,132,47,73,0,132,0,132,327,138,41,38,31,36,60,69,15,23,162,108,18,29,0,132,0,132,0,132,0,132,0,132,0,132,0,132,58.03,0.0,100.0,54.13,,14.25
2011,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,399,147,0,95,12,21,29,33,37,40,70,66,50,60,46,71,52,77,71,53,32,37,399,147,13,21,0,95,13,21,0,95,0,95,0,95,0,95,38,55,0,95,0,95,0,95,38,55,0,95,0,95,333,148,41,38,24,33,70,66,12,20,154,106,32,37,15,22,0,95,0,95,0,95,0,95,15,22,0,95,54.89,0.0,100.0,49.85,100.0,17.79
2012,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,464,122,0,13,15,19,38,39,29,31,74,65,71,57,50,68,49,73,79,55,59,61,464,122,18,23,0,13,11,19,0,13,0,13,7,12,0,13,9,15,9,15,0,13,0,13,0,13,0,13,0,13,413,131,44,39,18,22,74,65,71,57,155,97,51,59,24,30,0,13,0,13,0,13,0,13,16,27,8,14,53.66,38.89,0.0,54.72,66.67,17.03
2013,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,423,125,0,12,23,21,35,32,27,27,33,32,76,59,48,62,0,12,107,59,74,69,423,125,18,21,0,12,9,16,0,12,0,12,9,14,0,12,8,14,8,14,0,12,0,12,0,12,0,12,0,12,367,120,50,35,18,22,33,32,76,59,127,79,63,67,30,35,0,12,0,12,0,12,0,12,19,29,11,20,54.61,50.0,0.0,55.31,63.33,25.3
2014,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,471,134,0,12,34,26,31,32,40,34,19,24,122,93,13,20,0,12,127,60,85,73,471,134,22,27,0,12,15,24,0,12,0,12,7,12,0,12,10,15,10,15,0,12,0,12,0,12,0,12,0,12,414,128,50,38,25,22,19,24,122,93,120,63,78,74,25,26,5,9,0,12,0,12,0,12,13,21,7,11,55.63,31.82,0.0,58.45,52.0,26.96
2015,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,505,126,0,12,31,30,68,59,35,38,20,23,135,92,11,17,0,12,111,58,94,84,505,126,9,13,0,12,0,12,0,12,0,12,9,13,0,12,48,41,10,16,0,12,0,12,19,21,19,29,0,12,422,111,84,63,35,38,20,23,116,92,80,42,87,84,26,27,5,9,0,12,0,12,0,12,14,22,7,13,50.89,100.0,79.17,46.45,53.85,21.98
2016,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,558,122,0,12,39,41,72,56,34,31,22,24,125,83,11,18,0,12,160,71,95,70,558,122,9,14,0,12,0,12,0,12,0,12,9,14,0,12,125,77,36,42,0,12,0,12,19,21,70,65,0,12,409,117,69,55,34,31,22,24,106,84,92,48,86,71,15,17,6,10,0,12,0,12,0,12,0,12,9,14,53.05,100.0,71.2,48.41,0.0,28.67
2017,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,509,117,0,12,30,37,63,53,8,12,27,25,41,39,0,12,38,48,164,70,138,95,509,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12,136,90,20,33,0,12,0,12,17,18,99,83,0,12,312,93,68,54,8,12,19,20,24,40,85,50,108,81,61,52,5,8,0,12,8,15,0,12,18,21,30,47,47.74,,85.29,34.94,29.51,32.22
2018,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,550,117,0,12,22,32,68,60,9,15,33,31,19,21,0,12,50,50,212,89,137,88,550,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12,210,98,22,32,0,12,13,20,19,21,156,88,0,12,257,90,62,59,9,15,10,15,0,12,75,45,101,68,83,59,6,12,0,12,10,16,0,12,31,28,36,53,51.09,,83.33,29.18,37.35,38.55
2019,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,570,143,0,12,14,23,81,61,13,18,83,64,18,20,0,12,52,55,191,89,118,82,570,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,226,104,14,23,0,12,44,54,18,20,150,89,0,12,266,94,81,61,13,18,29,35,0,12,63,37,80,62,78,68,0,12,0,12,10,16,0,12,30,31,38,54,45.79,,74.34,23.68,38.46,33.51
