YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden
2010,6037670201,Census Tract 6702.01,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,228,82,0,132,22,18,34,42,44,54,69,52,0,132,9,14,11,17,16,19,23,26,228,82,0,132,0,132,0,132,0,132,0,132,0,132,0,132,102,65,11,18,35,53,40,50,0,132,16,19,0,132,103,57,45,44,9,15,29,26,0,132,9,14,11,18,23,25,0,132,0,132,0,132,0,132,11,17,12,18,15.79,,15.69,8.74,47.83,7.02
2010,6037670202,Census Tract 6702.02,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,,,,,,
2010,6037670403,Census Tract 6704.03,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,79,41,0,132,0,132,10,16,8,13,20,22,17,19,8,14,8,13,8,13,0,132,79,41,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,79,41,10,16,8,13,20,22,17,19,24,19,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,51.9,,,51.9,,10.13
2010,6037670405,Census Tract 6704.05,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,291,47,12,20,26,30,11,18,53,63,11,18,23,26,50,58,11,17,94,50,0,132,291,47,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,82,63,14,22,41,63,0,132,13,21,14,23,0,132,209,64,35,36,12,18,11,18,10,16,141,70,0,132,61.17,,,32.93,72.25,32.3
2010,6037670406,Census Tract 6704.06,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,124,69,0,132,11,18,57,49,16,24,0,132,16,24,13,20,0,132,11,19,0,132,124,69,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,113,65,57,49,16,24,0,132,16,24,24,28,0,132,11,18,11,18,0,132,0,132,0,132,0,132,0,132,32.26,,,35.4,0.0,8.87
2010,6037670411,Census Tract 6704.11,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,193,81,10,17,0,132,7,11,51,46,7,12,10,16,41,53,0,132,51,42,16,18,193,81,0,132,0,132,0,132,0,132,0,132,0,132,0,132,52,50,0,132,26,40,0,132,0,132,17,27,9,15,141,72,17,20,25,22,7,12,10,16,75,62,7,12,0,132,0,132,0,132,0,132,0,132,0,132,0,132,52.85,,32.69,60.28,,26.42
2010,6037670500,Census Tract 6705,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,19,12,6,9,0,132,3,4,7,9,0,132,0,132,3,4,0,132,0,132,0,132,19,12,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,19,12,9,10,7,9,0,132,0,132,3,4,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,15.79,,,15.79,,0.0
2010,6037670702,Census Tract 6707.02,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,49,35,0,132,0,132,0,132,0,132,0,132,11,18,0,132,10,16,0,132,28,32,49,35,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132,49,35,0,132,0,132,0,132,11,18,10,16,28,32,42.86,,,,42.86,0.0
2011,6037670201,Census Tract 6702.01,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,227,69,0,95,34,28,11,18,44,58,40,48,27,25,20,21,12,18,20,24,19,23,227,69,0,95,0,95,0,95,0,95,0,95,0,95,0,95,109,64,12,20,37,57,40,48,0,95,20,24,0,95,94,45,33,26,7,11,0,95,27,25,20,21,7,12,24,26,0,95,0,95,0,95,0,95,12,18,12,18,34.8,,18.35,50.0,50.0,8.81
2011,6037670202,Census Tract 6702.02,Rolling Hills Estates,Los Angeles County,California,RollingHillsEstates,17,19,0,95,0,95,0,95,13,20,0,95,0,95,0,95,0,95,4,6,0,95,17,19,0,95,0,95,0,95,0,95,0,95,0,95,0,95,4,6,0,95,0,95,0,95,0,95,4,6,0,95,13,20,0,95,13,20,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,23.53,,100.0,0.0,,23.53
