YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden
2010,6037920012,Census Tract 9200.12,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),63,62,0,132,0,132,36,53,0,132,0,132,0,132,0,132,0,132,0,132,27,31,63,62,0,132,0,132,0,132,0,132,0,132,0,132,0,132,36,53,36,53,0,132,0,132,0,132,0,132,0,132,27,31,0,132,0,132,0,132,0,132,0,132,27,31,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0.0,,0.0,0.0,,0.0
2010,6037920102,Census Tract 9201.02,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),898,150,6,10,19,20,90,64,130,73,36,29,140,106,99,60,42,51,250,105,86,65,898,150,44,38,0,132,8,13,0,132,0,132,16,17,20,33,158,82,39,30,14,23,0,132,48,51,38,46,19,31,616,139,63,56,108,68,30,27,82,79,298,119,35,44,80,41,13,21,0,132,6,10,10,16,39,30,12,17,59.13,36.36,54.43,61.69,61.25,27.84
2011,6037920012,Census Tract 9200.12,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),91,60,0,95,0,95,46,52,0,95,0,95,16,27,3,6,4,7,0,95,22,25,91,60,0,95,0,95,0,95,0,95,0,95,0,95,0,95,46,52,46,52,0,95,0,95,0,95,0,95,0,95,42,34,0,95,0,95,0,95,16,27,4,7,22,25,3,6,0,95,0,95,0,95,0,95,3,6,0,95,25.27,,0.0,47.62,100.0,0.0
2011,6037920102,Census Tract 9201.02,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),898,152,5,9,35,41,85,71,102,73,60,38,148,92,102,57,48,50,260,111,53,57,898,152,24,21,0,95,9,13,0,95,0,95,15,17,0,95,128,79,21,24,0,95,10,15,51,54,46,51,0,95,655,156,83,68,93,72,43,35,87,72,308,113,41,54,91,48,21,33,0,95,7,12,10,15,41,35,12,18,62.14,62.5,75.78,60.31,56.04,28.95
2012,6037920012,Census Tract 9200.12,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),89,58,0,13,5,8,45,49,4,11,0,13,19,32,6,9,4,7,0,13,6,9,89,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,50,49,50,49,0,13,0,13,0,13,0,13,0,13,33,33,0,13,4,11,0,13,19,32,4,7,6,9,6,9,0,13,0,13,0,13,0,13,6,9,0,13,32.58,,0.0,69.7,100.0,0.0
2012,6037920102,Census Tract 9201.02,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),871,140,9,15,38,45,86,63,92,61,96,61,128,92,74,50,28,27,260,110,60,61,871,140,18,20,0,18,10,16,0,18,0,18,8,12,0,18,105,72,23,26,0,18,12,18,12,19,58,64,0,18,607,144,85,60,82,58,48,41,116,91,228,89,48,58,141,64,25,38,0,18,36,46,0,18,68,36,12,19,56.26,44.44,66.67,56.67,48.23,29.85
2013,6037920012,Census Tract 9200.12,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),116,60,0,12,5,9,46,50,16,24,0,12,20,30,0,12,9,12,14,21,6,8,116,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,50,51,50,0,12,0,12,0,12,0,12,0,12,59,41,0,12,16,24,0,12,20,30,17,23,6,8,6,10,0,12,0,12,0,12,0,12,6,10,0,12,37.07,,0.0,62.71,100.0,12.07
2013,6037920102,Census Tract 9201.02,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),936,135,11,17,45,47,110,82,107,68,84,48,72,58,85,62,91,65,286,118,45,56,936,135,16,20,0,17,9,16,0,17,0,17,7,11,0,17,174,89,21,23,39,45,10,17,11,18,93,78,0,17,567,126,101,75,59,49,37,33,61,55,276,108,33,53,179,90,44,54,0,17,37,36,0,17,86,63,12,19,57.05,43.75,59.77,59.44,48.04,30.56
2014,6037920012,Census Tract 9200.12,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),118,62,0,12,5,7,53,50,4,10,4,6,18,27,6,9,4,8,16,26,8,12,118,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,50,58,50,0,12,0,12,0,12,0,12,0,12,54,38,0,12,4,10,4,6,18,27,20,26,8,12,6,9,0,12,0,12,0,12,0,12,6,9,0,12,37.29,,0.0,70.37,100.0,13.56
2014,6037920102,Census Tract 9201.02,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),908,133,0,17,40,49,36,28,93,74,55,50,86,63,100,66,119,67,280,100,99,81,908,133,9,13,0,17,0,17,0,17,0,17,9,13,0,17,162,80,9,13,41,50,11,18,12,19,79,57,10,16,597,133,55,45,52,55,15,21,74,60,344,119,57,63,140,72,12,18,0,17,29,44,0,17,67,38,32,50,64.43,100.0,56.17,70.02,47.86,30.84
2015,6037920012,Census Tract 9200.12,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),108,56,0,12,5,8,30,26,5,9,4,6,22,27,6,9,8,9,18,27,10,10,108,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,23,23,23,0,12,0,12,0,12,0,12,0,12,62,46,0,12,5,9,4,6,22,27,26,27,5,7,23,21,12,17,0,12,0,12,0,12,6,9,5,8,50.0,,0.0,77.42,26.09,16.67
2015,6037920102,Census Tract 9201.02,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),956,144,0,17,54,49,63,44,81,62,56,52,88,43,78,67,130,68,249,96,157,109,956,144,8,12,0,17,0,17,0,17,0,17,8,12,0,17,178,77,7,12,41,47,12,17,28,27,80,58,10,17,635,129,98,69,40,38,15,21,60,36,305,111,117,96,135,75,12,20,0,17,29,45,0,17,64,32,30,50,57.01,100.0,60.67,57.48,47.41,26.05
2016,6037920012,Census Tract 9200.12,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),100,51,0,12,7,11,24,23,12,16,4,7,4,7,0,12,6,9,28,40,15,14,100,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,14,13,14,0,12,0,12,0,12,0,12,0,12,63,45,5,8,12,16,4,7,4,7,34,40,4,7,24,19,13,17,0,12,0,12,0,12,0,12,11,12,38.0,,0.0,60.32,0.0,28.0
2016,6037920102,Census Tract 9201.02,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),860,114,0,17,30,22,53,41,83,55,54,56,92,39,67,60,139,75,220,100,122,71,860,114,0,17,0,17,0,17,0,17,0,17,0,17,0,17,160,76,6,10,38,45,0,17,26,24,80,58,10,16,559,119,65,44,45,37,26,38,56,33,284,101,83,71,141,61,12,19,0,17,28,43,10,16,62,39,29,47,60.23,,66.25,60.82,51.06,25.58
2017,6037920012,Census Tract 9200.12,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),128,51,0,12,4,6,27,25,0,12,4,6,4,6,20,31,21,25,33,35,15,13,128,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,5,8,0,12,0,12,0,12,0,12,0,12,62,35,11,11,0,12,4,6,4,6,39,35,4,7,61,36,15,20,0,12,0,12,0,12,35,29,11,11,60.94,,0.0,69.35,57.38,25.78
2017,6037920102,Census Tract 9201.02,Green Valley (Los Angeles County),Los Angeles County,California,GreenValley(LosAngelesCounty),842,114,0,17,56,40,51,41,78,55,24,34,93,50,63,59,127,69,195,85,155,75,842,114,8,14,0,17,0,17,0,17,0,17,8,14,0,17,190,78,7,11,40,46,0,17,43,36,76,53,24,29,535,115,89,46,38,29,24,34,31,27,251,99,102,54,109,61,11,17,0,17,0,17,19,21,50,35,29,46,56.77,100.0,62.63,52.71,63.3,23.16
