YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M
2019,06037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,83,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,15,0,12,0,12,0,12,0,12,12,15,0,12,63,45,36,37,6,16,11,19,0,12,10,15,0,12,8,11,0,12,0,12,0,12,0,12,8,11,0,12
2019,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,109,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,10,15,99,62,11,16,10,16,0,12,0,12,78,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2019,06037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,149,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,143,84,52,48,0,12,0,12,9,15,55,64,27,43,6,10,0,12,0,12,0,12,0,12,6,10,0,12
2019,06037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,21,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,18,8,9,0,12,0,12,9,14,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2019,06037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,60,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,19,8,14,0,12,0,12,0,12,0,12,8,13,35,29,0,12,13,21,0,12,0,12,15,16,7,12,9,15,0,12,0,12,0,12,0,12,0,12,9,15
2019,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,281,133,0,17,0,17,0,17,0,17,0,17,0,17,0,17,57,54,18,30,0,17,22,34,0,17,17,26,0,17,176,112,74,71,50,64,23,36,0,17,17,27,12,21,48,43,0,17,0,17,0,17,0,17,48,43,0,17
2019,06037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,296,97,6,10,0,12,0,12,0,12,0,12,6,10,0,12,74,60,16,18,0,12,0,12,0,12,29,45,29,47,154,65,44,31,16,19,0,12,27,25,61,36,6,11,62,51,36,46,0,12,0,12,0,12,18,20,8,11
2019,06037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,964,185,24,20,0,17,0,17,0,17,0,17,24,20,0,17,273,143,169,104,0,17,59,77,16,27,29,32,0,17,535,152,127,97,56,47,90,64,56,55,191,116,15,23,132,85,12,20,0,17,0,17,39,61,81,64,0,17
2019,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,477,95,79,59,0,12,24,23,18,22,0,12,37,51,0,12,146,78,84,69,20,23,21,22,12,18,9,14,0,12,252,99,39,36,47,57,19,22,10,15,137,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2019,06037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,963,163,106,73,0,17,15,23,0,17,0,17,41,35,50,77,219,149,0,17,0,17,46,43,0,17,159,137,14,24,496,158,166,100,16,25,89,84,0,17,209,124,16,25,142,76,17,26,15,24,19,28,18,27,73,59,0,17
