YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M
2020,06037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,126,99,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,18,0,13,0,13,0,13,0,13,13,18,0,13,106,99,64,90,31,41,11,17,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,7,11,0,13
2020,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,127,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,109,65,6,10,12,18,0,13,0,13,91,67,0,13,18,29,18,29,0,13,0,13,0,13,0,13,0,13
2020,06037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,98,61,8,15,0,13,0,13,0,13,0,13,8,15,0,13,39,42,15,19,24,38,0,13,0,13,0,13,0,13,41,36,0,13,11,19,0,13,0,13,24,29,6,10,10,16,0,13,0,13,0,13,0,13,0,13,10,16
2020,06037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,189,96,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,180,98,54,46,0,19,0,19,9,15,56,56,61,69,9,14,0,19,0,19,0,19,0,19,9,14,0,19
2020,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,309,130,0,19,0,19,0,19,0,19,0,19,0,19,0,19,33,38,0,19,0,19,19,30,0,19,14,25,0,19,237,116,102,76,15,24,24,38,0,19,84,85,12,22,39,41,0,19,0,19,0,19,0,19,39,41,0,19
2020,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,48,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,9,14,0,13,0,13,0,13,0,13,0,13,39,36,29,33,0,13,0,13,0,13,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
2020,06037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,669,150,23,19,0,13,0,13,0,13,0,13,23,19,0,13,226,109,116,75,0,13,56,67,23,39,31,38,0,13,297,128,55,53,28,43,97,81,18,30,79,58,20,32,123,87,15,22,0,13,0,13,37,58,71,67,0,13
2020,06037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,304,149,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,38,23,38,0,13,0,13,0,13,0,13,0,13,264,150,24,41,17,28,35,42,0,13,188,143,0,13,17,27,0,13,0,13,0,13,0,13,17,27,0,13
2020,06037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,334,102,6,10,0,13,0,13,0,13,0,13,6,10,0,13,39,47,6,11,0,13,0,13,5,8,28,45,0,13,220,82,57,40,20,20,4,8,42,36,65,42,32,34,69,53,34,45,0,13,0,13,0,13,16,18,19,23
2020,06037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,79,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,85,53,80,0,13,11,18,0,13,0,13,0,13,15,24,15,24,0,13,0,13,0,13,0,13,0,13
