YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M
2021,06037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,120,102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,20,0,13,0,13,0,13,0,13,14,20,0,13,100,99,52,82,13,14,35,46,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,6,10,0,13
2021,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,102,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,83,62,11,18,0,13,0,13,0,13,72,58,0,13,19,28,19,28,0,13,0,13,0,13,0,13,0,13
2021,06037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,73,53,7,11,0,13,0,13,0,13,0,13,7,11,0,13,23,38,0,13,23,38,0,13,0,13,0,13,0,13,43,35,5,8,0,13,0,13,0,13,24,29,14,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13
2021,06037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,181,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,173,106,63,59,8,12,0,13,12,19,5,9,85,79,8,12,0,13,0,13,0,13,0,13,8,12,0,13
2021,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,317,146,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,23,0,19,0,19,12,23,0,19,0,19,0,19,292,136,138,98,19,31,0,19,0,19,108,97,27,32,13,20,0,19,0,19,0,19,0,19,13,20,0,19
2021,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,41,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,13,1,13,0,13,0,13,0,13,0,13,0,13,40,31,30,26,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
2021,06037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,654,146,0,13,0,13,0,13,0,13,0,13,0,13,0,13,205,114,98,75,0,13,57,89,0,13,50,47,0,13,335,116,68,59,0,13,114,78,22,36,89,67,42,47,114,92,13,23,11,18,0,13,0,13,90,87,0,13
2021,06037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,165,124,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,147,120,30,49,13,22,37,47,0,13,67,78,0,13,18,29,0,13,0,13,0,13,0,13,18,29,0,13
2021,06037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,306,110,8,13,0,13,0,13,0,13,0,13,8,13,0,13,37,59,0,13,0,13,0,13,0,13,37,59,0,13,175,72,54,41,13,16,5,8,9,14,57,44,37,40,86,55,7,10,0,13,34,49,0,13,16,19,29,26
2021,06037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,78,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,94,64,94,0,13,0,13,0,13,0,13,0,13,14,22,14,22,0,13,0,13,0,13,0,13,0,13
