YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M
2013,06037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,58,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,39,0,12,9,15,25,37,0,12,0,12,0,12,24,24,0,12,8,13,0,12,3,10,13,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2013,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,106,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,66,0,12,0,12,0,12,0,12,37,40,36,56,33,29,0,12,11,17,10,15,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2013,06037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,278,122,0,12,0,12,0,12,0,12,0,12,0,12,0,12,115,91,29,44,0,12,0,12,46,51,40,57,0,12,155,80,28,45,0,12,0,12,41,51,86,69,0,12,8,11,0,12,0,12,0,12,0,12,0,12,8,11
2013,06037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2013,06037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,114,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,114,93,0,12,0,12,0,12,12,18,102,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2013,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,363,167,0,17,0,17,0,17,0,17,0,17,0,17,0,17,38,61,0,17,0,17,0,17,38,61,0,17,0,17,325,160,51,83,65,65,8,14,12,19,136,113,53,63,0,17,0,17,0,17,0,17,0,17,0,17,0,17
2013,06037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,391,113,21,24,13,21,0,17,0,17,0,17,8,13,0,17,131,86,13,20,18,27,0,17,37,46,63,65,0,17,220,91,88,60,0,17,40,59,0,17,80,59,12,19,19,21,9,14,0,17,0,17,0,17,10,15,0,17
2013,06037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,911,181,62,62,0,17,0,17,34,54,15,23,13,21,0,17,198,128,18,27,18,29,33,56,13,29,116,111,0,17,469,175,50,47,0,17,109,95,0,17,310,146,0,17,182,107,16,25,0,17,18,29,0,17,148,98,0,17
2013,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,468,107,58,41,0,12,0,12,0,12,20,32,30,28,8,12,95,68,20,24,48,60,0,12,23,35,4,8,0,12,296,105,12,18,5,9,29,34,31,36,219,100,0,12,19,28,19,28,0,12,0,12,0,12,0,12,0,12
2013,06037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,886,147,27,25,0,17,0,17,0,17,0,17,27,25,0,17,289,113,102,88,14,17,89,79,47,41,0,17,37,60,470,133,76,47,22,25,20,24,37,36,278,111,37,42,100,74,12,19,0,17,0,17,0,17,88,73,0,17
2013,06037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,183,107,0,17,0,17,0,17,0,17,0,17,0,17,0,17,39,67,0,17,39,67,0,17,0,17,0,17,0,17,98,68,27,31,9,18,0,17,0,17,33,53,29,35,46,54,0,17,0,17,0,17,0,17,12,20,34,52
2013,06037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,106,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,66,0,12,0,12,0,12,0,12,37,40,36,56,33,29,0,12,11,17,10,15,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2013,06037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,43,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,0,12,0,12,0,12,12,18,0,12,0,12,31,37,7,11,0,12,0,12,0,12,24,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2013,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,55,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,35,24,34,0,12,0,12,0,12,4,6,8,12,10,11,0,12,0,12,0,12,0,12,3,6,7,10,9,7,0,12,0,12,4,6,0,12,0,12,5,8
2013,06037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,114,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,114,93,0,12,0,12,0,12,12,18,102,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2013,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1059,110,64,38,5,9,0,12,7,10,7,12,38,34,7,10,246,86,130,60,30,25,0,12,39,45,47,47,0,12,469,101,108,59,90,48,7,10,39,31,217,95,8,14,280,81,36,36,15,16,67,43,39,49,95,53,28,42
2013,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,1154,126,94,57,0,12,0,12,28,32,17,27,30,24,19,31,371,114,129,82,44,43,44,43,15,24,139,80,0,12,609,140,197,101,57,66,49,44,0,12,283,127,23,38,80,48,0,12,0,12,16,19,10,15,39,44,15,26
2013,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,1417,152,57,62,0,12,0,12,0,12,0,12,57,62,0,12,387,130,181,110,26,30,0,12,35,38,122,90,23,35,721,150,125,97,66,47,41,41,41,43,434,118,14,25,252,108,15,24,0,12,61,60,29,33,147,86,0,12
2013,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1204,161,96,109,0,17,0,17,0,17,0,17,96,109,0,17,310,138,149,98,95,97,0,17,0,17,66,81,0,17,592,150,179,100,142,69,11,17,42,35,196,96,22,29,206,93,74,61,0,17,56,52,19,32,41,46,16,24
2013,06037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,1023,136,52,53,0,17,32,48,14,24,0,17,6,9,0,17,210,71,72,51,31,36,0,17,31,35,76,63,0,17,570,133,141,75,51,69,142,85,57,59,147,87,32,38,191,95,30,36,11,17,0,17,0,17,150,103,0,17
2013,06037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,1248,108,28,26,0,12,0,12,8,13,0,12,20,22,0,12,371,113,139,76,41,31,59,58,40,50,63,41,29,28,696,134,285,104,103,66,32,29,21,23,214,80,41,39,153,66,40,50,11,17,5,11,9,14,88,40,0,12
2013,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,430,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,111,65,47,51,0,12,11,18,14,23,31,39,8,12,258,85,89,57,71,49,0,12,0,12,90,54,8,13,61,39,0,12,9,13,0,12,0,12,46,42,6,11
2013,06037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,429,107,17,20,0,12,0,12,0,12,0,12,17,20,0,12,62,53,35,44,0,12,0,12,0,12,27,29,0,12,319,99,101,65,103,65,16,21,15,23,76,56,8,13,31,27,0,12,0,12,12,17,0,12,19,21,0,12
2013,06037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,1415,109,54,48,0,17,0,17,0,17,0,17,31,33,23,37,349,121,30,27,40,30,62,56,12,19,144,88,61,57,854,169,307,118,95,61,66,54,151,88,235,90,0,17,158,55,0,17,0,17,31,29,21,24,92,49,14,23
2013,06037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,1115,111,99,74,25,41,0,12,10,17,39,54,0,12,25,31,228,101,92,68,40,45,39,33,8,13,49,34,0,12,700,127,113,65,80,60,10,15,32,28,422,119,43,45,88,44,0,12,0,12,10,16,0,12,66,40,12,15
2013,06037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,1080,111,10,11,0,12,6,8,0,12,0,12,4,7,0,12,221,92,125,77,7,11,7,14,0,12,51,34,31,36,775,116,123,66,31,28,47,30,46,67,514,120,14,22,74,55,0,12,11,18,6,10,0,12,57,51,0,12
2013,06037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,472,107,12,19,0,12,12,19,0,12,0,12,0,12,0,12,123,84,37,55,7,12,11,17,13,20,44,47,11,17,262,93,52,34,24,20,8,13,17,18,149,82,12,19,75,54,0,12,0,12,0,12,13,21,19,28,43,40
2013,06037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,811,134,30,28,0,12,0,12,0,12,0,12,30,28,0,12,152,81,27,35,42,51,19,22,0,12,64,58,0,12,361,103,45,28,50,56,8,13,35,36,223,72,0,12,268,74,33,31,53,49,11,20,21,25,150,71,0,12
2013,06037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,1363,160,39,49,30,47,0,17,0,17,0,17,9,14,0,17,259,93,39,34,30,35,28,33,50,72,100,61,12,21,772,163,115,83,62,73,129,115,166,113,286,105,14,23,293,122,0,17,9,16,73,60,0,17,157,89,54,66
2013,06037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,630,110,7,11,0,12,0,12,0,12,0,12,0,12,7,11,147,88,34,54,10,15,31,48,17,20,33,52,22,34,307,98,48,52,37,30,33,37,16,20,133,76,40,52,169,68,12,18,0,12,15,25,7,11,113,65,22,24
2013,06037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,822,97,19,29,0,12,0,12,0,12,0,12,19,29,0,12,154,76,63,53,0,12,32,45,9,15,22,23,28,35,523,105,102,61,72,55,47,39,4,10,298,88,0,12,126,72,13,21,8,12,11,17,0,12,94,69,0,12
2013,06037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,781,93,19,19,0,12,0,12,0,12,0,12,19,19,0,12,205,86,6,11,70,58,59,60,6,10,64,58,0,12,497,112,77,37,52,31,61,60,0,12,297,106,10,15,60,36,9,16,15,16,6,10,0,12,19,20,11,19
