YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M
2016,06037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,92,56,0,12,26,39,0,12,36,39,0,12,6,10,0,12,0,12,24,23,0,12
2016,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,101,67,0,12,0,12,0,12,15,23,11,18,0,12,8,13,0,12,12,18,55,61
2016,06037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,232,106,0,12,15,16,45,51,10,17,0,12,48,52,0,12,0,12,90,75,24,39
2016,06037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,18,17,0,12,0,12,0,12,0,12,0,12,10,16,0,12,3,5,5,7,0,12
2016,06037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,101,55,0,12,13,22,0,12,14,22,0,12,0,12,10,16,13,19,19,21,32,24
2016,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,361,120,0,17,66,77,17,25,81,78,65,71,0,17,50,76,8,15,74,59,0,17
2016,06037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,405,120,32,29,10,16,98,65,39,47,18,24,44,47,0,17,35,30,91,71,38,45
2016,06037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,915,154,0,17,53,46,104,77,73,68,90,56,131,89,9,17,20,24,424,162,11,17
2016,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,500,81,0,12,0,12,25,21,41,31,68,64,54,50,42,32,130,74,133,73,7,11
2016,06037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,1017,194,0,17,14,24,69,72,74,53,148,101,94,68,44,40,197,135,320,158,57,82
2016,06037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,211,115,0,17,0,17,44,42,21,32,0,17,16,25,0,17,68,83,46,67,16,26
2016,06037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,101,67,0,12,0,12,0,12,15,23,11,18,0,12,8,13,0,12,12,18,55,61
2016,06037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,76,53,0,12,8,12,9,15,0,12,8,13,29,38,0,12,0,12,14,23,8,12
2016,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,42,27,0,12,0,12,13,14,0,12,8,12,0,12,0,12,0,12,8,13,13,14
2016,06037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,101,55,0,12,13,22,0,12,14,22,0,12,0,12,10,16,13,19,19,21,32,24
2016,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1020,120,62,46,51,35,124,70,133,69,64,39,68,39,38,30,62,51,397,120,21,21
2016,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,1097,73,31,27,153,79,97,53,77,50,113,61,89,57,62,31,124,60,264,82,87,49
2016,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,1464,100,8,11,114,63,109,46,63,37,136,69,158,77,123,67,155,83,516,109,82,53
2016,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1278,173,63,64,115,96,193,107,209,121,120,92,59,49,137,94,107,71,218,120,57,46
2016,06037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,818,156,24,29,62,75,158,79,163,69,110,87,81,50,0,17,60,76,160,81,0,17
2016,06037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,1305,111,83,65,169,73,171,71,202,88,97,49,113,47,38,29,93,50,290,95,49,30
2016,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,392,97,3,8,33,29,41,37,61,38,18,22,56,54,98,69,10,16,8,14,64,58
2016,06037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,529,103,9,13,49,40,54,50,97,65,28,25,34,42,72,55,79,52,67,48,40,40
2016,06037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,1331,109,37,46,144,71,186,76,128,58,181,78,76,56,93,67,100,67,340,108,46,45
2016,06037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,1187,116,76,57,140,96,122,70,138,93,52,44,87,61,50,37,83,54,284,88,155,87
2016,06037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,1077,105,22,35,32,28,198,80,38,30,102,55,94,60,107,75,176,74,302,94,6,12
2016,06037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,541,72,13,21,40,30,52,38,81,47,20,18,69,39,18,22,26,18,173,62,49,41
2016,06037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,880,135,0,12,29,23,48,34,151,90,74,44,32,41,73,52,72,44,359,113,42,43
2016,06037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,1193,167,38,60,80,69,134,105,29,31,246,126,128,87,73,67,163,104,291,128,11,19
2016,06037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,491,112,29,43,27,44,21,19,0,12,80,58,34,30,17,20,56,46,158,74,69,58
2016,06037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,731,115,17,20,39,31,60,36,50,32,94,58,56,49,24,20,99,63,226,92,66,49
2016,06037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,944,90,32,27,93,46,41,41,189,76,40,31,34,41,43,48,147,78,252,91,73,47
2016,06037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,736,94,47,47,79,58,20,23,97,53,61,49,64,49,22,24,62,48,253,95,31,27
2016,06037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,1079,120,0,17,60,43,63,37,114,68,104,57,128,71,32,36,96,46,398,105,84,53
2016,06037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,181,48,18,26,19,17,23,19,0,12,28,29,12,12,6,9,5,10,40,36,30,22
2016,06037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,677,137,0,17,65,46,110,72,50,42,75,57,10,14,82,54,20,19,202,71,63,56
2016,06037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,538,107,13,22,44,34,61,43,70,41,51,31,121,74,39,38,32,30,73,57,34,36
2016,06037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,253,88,0,12,11,19,23,20,19,21,39,45,7,11,52,43,44,35,31,29,27,27
2016,06037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,1774,167,10,18,66,77,320,131,196,117,168,84,252,136,171,88,161,100,375,136,55,69
2016,06037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,198,91,0,17,0,17,35,36,47,49,13,22,17,28,39,45,0,17,47,53,0,17
2016,06037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,682,177,0,17,204,117,165,116,33,38,0,17,125,111,0,17,6,11,112,68,37,46
2016,06037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,203,77,0,12,0,12,0,12,11,13,14,21,0,12,33,47,59,54,74,40,12,20
2016,06037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,281,78,0,12,18,18,0,12,18,19,28,24,0,12,6,17,13,19,185,67,13,21
2016,06037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,923,149,31,38,12,19,76,56,228,98,31,30,64,63,116,63,71,61,283,116,11,16
2016,06037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,620,144,21,32,13,14,17,18,47,47,49,40,41,38,59,50,119,83,208,95,46,40
