YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M
2019,06037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,83,44,0,12,36,37,0,12,6,16,11,19,0,12,0,12,0,12,30,24,0,12
2019,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,109,62,0,12,0,12,11,16,10,16,0,12,0,12,36,56,0,12,42,27,10,15
2019,06037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,149,86,0,12,42,46,10,17,0,12,0,12,9,15,0,12,6,10,55,64,27,43
2019,06037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,21,18,0,12,4,6,4,6,0,12,0,12,9,14,0,12,0,12,4,6,0,12
2019,06037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,60,41,0,12,8,14,0,12,13,21,0,12,0,12,0,12,7,11,8,14,24,23
2019,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,281,133,0,17,34,40,58,65,50,64,45,48,0,17,0,17,38,41,44,39,12,21
2019,06037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,296,97,24,22,9,14,63,52,16,19,0,12,27,25,0,12,52,49,62,38,43,51
2019,06037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,964,185,60,58,27,34,221,115,56,47,149,98,111,84,14,23,66,50,245,138,15,23
2019,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,477,95,8,13,74,66,41,37,91,60,58,36,22,24,20,22,53,60,110,72,0,12
2019,06037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,963,163,41,45,51,48,91,87,46,42,154,94,18,27,53,84,92,112,337,139,80,87
2019,06037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,214,136,0,17,0,17,7,13,0,17,17,28,27,33,0,17,8,15,122,125,33,41
2019,06037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,109,62,0,12,0,12,11,16,10,16,0,12,0,12,36,56,0,12,42,27,10,15
