YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M
2018,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,50,39,0,12,0,12,14,14,0,12,0,12,0,12,22,25,0,12,14,22,0,12
2018,06037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,89,44,0,12,17,20,0,12,9,15,0,12,0,12,0,12,8,13,21,23,34,21
2018,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1108,128,67,43,94,68,94,36,68,39,128,56,110,68,49,34,102,63,370,119,26,33
2018,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,1076,88,11,19,133,76,106,57,117,68,43,29,73,41,102,74,142,73,318,88,31,31
2018,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,1597,109,39,39,152,67,163,73,102,50,164,79,121,61,115,64,166,87,506,120,69,43
2018,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1285,213,0,17,128,104,198,119,165,111,99,89,53,52,164,97,117,73,265,126,96,66
2018,06037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,747,139,0,17,119,83,132,73,132,73,55,46,95,55,17,29,64,62,133,83,0,17
2018,06037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,1200,123,53,44,156,69,134,66,246,87,91,48,64,41,43,32,67,38,272,81,74,49
2018,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,381,87,9,13,27,30,43,34,57,59,33,32,47,52,40,46,0,12,53,57,72,60
2018,06037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,578,107,8,13,80,60,81,68,66,54,28,25,31,37,49,31,72,62,124,60,39,38
2018,06037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,1253,133,51,52,125,60,216,93,98,50,89,46,95,63,67,59,127,74,350,109,35,44
2018,06037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,1316,112,91,75,135,81,192,92,161,89,94,64,134,75,68,48,104,79,219,68,118,76
2018,06037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,1153,93,0,12,56,43,174,84,87,43,151,76,72,50,118,84,140,77,348,95,7,15
2018,06037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,635,65,18,22,38,25,60,39,103,65,33,27,51,38,24,23,38,25,219,67,51,43
2018,06037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,978,136,27,44,27,21,86,47,90,56,64,45,42,48,76,57,93,52,393,119,80,58
2018,06037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,1252,170,21,34,97,90,130,98,84,65,186,119,62,54,207,129,92,84,361,153,12,21
2018,06037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,453,90,8,13,26,41,47,42,61,55,42,39,24,30,10,16,47,39,115,54,73,62
2018,06037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,638,104,38,38,32,30,30,30,46,31,49,46,33,33,44,37,75,51,239,92,52,41
2018,06037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,949,107,12,13,70,48,109,62,140,76,60,48,67,46,33,26,175,87,215,74,68,44
2018,06037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,694,91,32,38,39,46,64,49,71,41,60,50,48,28,37,37,82,52,255,88,6,10
2018,06037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,1134,111,0,12,76,34,137,64,128,54,107,64,97,49,83,59,96,56,343,108,67,48
2018,06037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,235,58,13,20,11,11,49,40,0,12,16,23,10,11,8,11,38,35,38,30,52,28
2018,06037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,668,149,0,17,54,45,94,77,71,50,56,48,48,37,16,17,16,20,224,87,89,74
2018,06037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,538,105,17,29,44,34,31,35,44,36,48,42,123,69,35,33,13,15,144,70,39,39
2018,06037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,257,95,0,12,11,15,30,44,20,23,83,65,19,20,26,28,36,34,11,18,21,23
2018,06037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,1831,139,47,59,67,73,381,139,149,108,155,103,244,154,139,117,168,100,440,162,41,63
2018,06037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,212,108,0,17,0,17,14,22,43,47,66,80,0,17,19,30,0,17,70,76,0,17
2018,06037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,523,157,0,17,136,106,102,96,33,30,51,79,33,54,0,17,67,60,101,68,0,17
2018,06037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,263,94,31,34,8,12,0,12,30,36,48,40,0,12,43,61,17,20,61,57,25,30
2018,06037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,298,104,8,20,52,42,65,61,0,12,12,14,0,12,10,16,20,32,117,76,14,23
2018,06037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,840,147,37,39,9,15,50,47,177,96,59,45,71,68,84,61,56,58,266,111,31,38
2018,06037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,591,120,0,17,16,12,9,13,48,43,40,37,38,30,65,52,34,40,281,110,60,41
2018,06037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,887,145,35,25,61,44,78,64,163,86,60,56,35,31,77,80,50,44,271,85,57,51
2018,06037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,317,84,45,44,42,46,23,25,22,21,24,33,33,32,3,9,34,43,75,51,16,20
2018,06037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,1161,223,0,17,80,83,118,84,94,62,34,31,147,97,12,21,112,95,503,192,61,56
2018,06037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,984,191,27,33,0,17,24,27,73,62,111,89,61,52,143,117,103,67,320,152,122,118
2018,06037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,311,110,9,14,16,23,23,23,70,54,32,22,16,20,37,51,37,48,48,45,23,27
2018,06037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,181,82,0,12,46,51,0,12,0,12,48,49,6,10,41,56,0,12,29,33,11,17
2018,06037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,694,115,0,17,38,36,109,60,67,53,78,55,77,52,62,38,38,39,191,85,34,33
2018,06037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,682,108,0,12,106,71,61,39,76,56,130,79,102,67,42,51,19,22,89,53,57,60
2018,06037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,1003,126,63,57,95,72,152,85,212,95,61,39,43,31,75,51,105,49,167,69,30,23
2018,06037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,1428,179,14,16,55,37,147,71,204,116,84,50,50,41,157,100,188,106,433,145,96,57
2018,06037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,1439,193,99,101,136,129,193,128,124,72,192,105,61,74,25,33,85,74,524,186,0,17
2018,06037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,357,101,18,19,40,51,14,21,0,12,37,42,72,56,40,34,25,24,111,69,0,12
2018,06037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,496,114,10,15,79,69,66,39,89,70,30,45,33,53,57,58,12,18,112,56,8,17
2018,06037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,1051,99,7,12,91,69,146,77,142,71,177,70,51,39,79,58,74,53,248,86,36,29
2018,06037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,289,60,48,37,18,22,32,24,10,15,13,14,27,21,43,28,18,16,80,43,0,12
2018,06037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,346,92,32,44,68,61,5,9,54,50,11,18,10,15,35,31,11,18,77,41,43,50
2018,06037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,550,117,0,12,22,32,68,60,9,15,33,31,19,21,0,12,50,50,212,89,137,88
2018,06037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,313,100,7,11,20,24,35,28,34,28,31,46,17,19,21,24,69,62,26,21,53,46
2018,06037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,372,102,0,17,29,37,43,42,62,47,53,41,39,44,17,27,37,40,36,43,56,43
2018,06037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,740,126,0,17,15,17,131,76,116,74,37,34,18,21,54,38,45,44,233,83,91,54
2018,06037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,812,141,0,12,29,40,23,23,62,48,31,34,43,32,90,59,143,81,350,94,41,39
2018,06037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,1039,188,46,54,109,83,82,67,56,60,131,73,96,71,149,107,142,110,228,141,0,17
2018,06037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,346,68,5,8,41,30,38,16,43,28,15,18,28,17,33,26,13,16,89,36,41,31
2018,06037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,1013,115,16,18,40,42,111,63,159,80,19,19,102,70,78,43,141,71,278,77,69,50
2018,06037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,401,82,36,45,16,18,15,16,21,21,27,24,27,31,40,48,35,38,149,65,35,25
2018,06037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,202,84,0,12,0,12,27,25,0,12,0,12,9,13,12,17,47,47,54,54,53,58
2018,06037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,145,66,6,12,0,12,21,23,25,29,27,38,0,12,6,11,17,21,25,28,18,20
2018,06037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,640,109,9,14,0,17,85,61,109,73,67,45,27,27,20,21,103,74,178,79,42,43
2018,06037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,322,80,0,12,18,28,28,21,37,26,6,10,58,47,35,38,24,32,88,51,28,21
2018,06037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,895,137,38,44,18,20,46,35,130,72,99,52,96,47,25,39,83,46,321,99,39,30
2018,06037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,1204,213,32,47,0,17,14,23,267,147,125,90,68,74,121,102,177,125,388,163,12,20
2018,06037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,1029,157,0,12,153,94,145,102,47,46,246,115,55,63,14,22,67,66,222,109,80,69
2018,06037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,82,54,13,20,13,21,29,33,0,12,0,12,0,12,14,23,0,12,13,21,0,12
2018,06037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,172,40,5,9,4,7,46,31,9,7,27,25,0,12,11,16,18,16,40,30,12,14
2018,06037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,391,86,28,32,7,13,14,17,0,17,54,54,0,17,31,40,15,17,193,69,49,40
2018,06037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,153,60,0,12,0,12,58,44,0,12,5,11,22,33,0,12,58,47,0,12,10,16
2018,06037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,200,95,0,12,40,43,53,54,0,12,0,12,53,56,22,32,0,12,5,8,27,24
2018,06037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,83,54,0,17,0,17,0,17,0,17,14,14,0,17,0,17,30,39,39,39,0,17
2018,06037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,40,24,16,15,0,12,14,16,0,12,0,12,0,12,0,12,5,9,5,7,0,12
2018,06037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,703,114,18,26,85,60,136,71,82,52,18,21,192,119,16,26,51,42,86,60,19,19
2018,06037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,595,121,0,17,27,25,82,61,75,47,131,62,26,23,33,27,62,55,116,61,43,45
2018,06037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,371,83,6,11,12,20,40,38,48,30,0,12,23,36,25,36,37,35,159,67,21,22
2018,06037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,169,52,0,17,26,24,12,16,27,20,7,10,7,10,4,7,0,17,67,37,19,16
2018,06037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,490,105,11,18,21,24,24,38,43,36,82,51,39,31,0,12,50,56,176,85,44,43
2018,06037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,542,114,0,17,8,14,66,57,103,60,73,58,33,43,11,17,45,45,182,93,21,21
2018,06037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,479,60,0,12,36,39,56,41,13,13,18,21,0,12,0,12,70,53,217,74,69,47
2018,06037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,334,43,0,12,11,16,40,26,24,21,54,31,61,34,13,11,16,20,103,42,12,13
2018,06037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,915,84,8,13,43,40,52,38,24,22,71,49,104,63,79,53,130,70,385,82,19,17
2018,06037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,222,53,0,12,0,12,45,38,37,37,7,12,10,12,0,12,48,38,60,46,15,16
2018,06037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,390,64,4,7,0,12,31,30,65,44,35,28,54,35,16,13,52,45,115,57,18,27
2018,06037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,516,111,5,10,56,61,58,61,14,16,76,59,49,42,37,42,29,47,123,62,69,55
2018,06037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,277,51,0,12,23,23,16,16,15,20,11,12,97,41,19,18,25,26,61,37,10,13
2018,06037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,173,52,4,6,16,20,24,20,18,17,0,12,14,17,8,9,23,26,44,33,22,21
2018,06037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,800,95,8,12,5,9,88,63,89,57,57,48,64,44,108,67,77,56,267,92,37,42
2018,06037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,24,20,0,12,0,12,8,12,0,12,8,12,0,12,0,12,0,12,8,13,0,12
2018,06037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,512,102,54,52,18,29,61,60,11,19,39,51,38,38,69,57,41,42,137,74,44,45
2018,06037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,702,118,0,17,25,39,112,63,23,35,72,47,62,43,58,46,72,51,236,109,42,47
2018,06037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,433,62,0,12,27,25,21,20,26,18,45,29,27,20,14,17,55,29,206,53,12,14
2018,06037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,1005,116,6,13,49,29,62,43,65,55,105,50,59,38,54,47,163,67,413,111,29,36
2018,06037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,597,113,0,12,36,42,16,19,49,51,85,76,47,73,130,83,11,16,216,90,7,12
2018,06037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,167,45,0,12,17,20,14,15,6,10,14,16,24,21,30,26,9,14,27,28,26,27
2018,06037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,446,134,0,17,43,43,20,22,44,37,108,82,23,36,36,39,39,50,96,75,37,58
2018,06037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,275,65,0,12,1,5,19,16,17,27,42,34,44,38,16,26,75,47,32,26,29,28
2018,06037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,264,58,0,12,13,13,13,15,27,29,25,18,5,7,9,13,26,30,120,37,26,31
2018,06037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,319,83,0,17,10,16,17,25,91,62,44,43,7,11,27,30,21,18,83,59,19,19
2018,06037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,220,51,0,12,12,18,38,30,45,34,28,28,11,15,10,11,16,19,19,14,41,36
2018,06037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,465,113,0,17,77,66,46,48,72,63,56,43,18,23,108,71,7,10,69,47,12,19
2018,06037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,623,123,8,12,11,17,52,51,30,32,108,71,41,35,40,42,38,38,261,91,34,42
2018,06037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,612,112,0,12,4,10,42,45,53,59,53,42,76,63,110,81,107,60,156,77,11,18
2018,06037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,598,106,0,12,20,33,55,53,74,51,100,59,88,58,10,19,58,47,145,80,48,43
2018,06037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,265,77,0,12,15,23,47,38,45,42,23,23,48,46,0,12,0,12,79,40,8,11
2018,06037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,480,91,6,11,50,55,22,17,91,48,36,43,46,52,8,12,51,48,137,62,33,30
2018,06037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,293,87,0,17,44,41,53,50,21,33,0,17,10,17,28,28,19,29,118,62,0,17
2018,06037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,159,56,0,12,14,22,7,10,7,10,28,26,8,10,15,16,33,31,27,25,20,21
2018,06037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,689,112,0,12,72,48,130,71,38,24,156,84,55,46,53,40,31,37,89,55,65,42
2018,06037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,939,86,7,12,33,28,70,47,77,51,144,71,50,40,101,55,156,77,288,103,13,19
2018,06037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,950,92,0,17,26,31,57,43,119,63,119,57,83,68,151,71,92,49,248,79,55,35
2018,06037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,1308,97,22,29,111,64,117,62,134,59,164,59,110,59,181,75,86,53,319,97,64,46
2018,06037533703,Census Tract 5337.03,Bell,Los Angeles County,California,Bell,831,68,11,17,35,43,92,69,118,74,81,54,60,50,75,51,109,69,250,100,0,12
2018,06037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,1093,107,0,17,0,17,41,39,188,83,133,66,68,49,102,58,92,59,459,115,10,16
2018,06037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,765,112,27,33,40,44,26,39,34,34,163,81,96,54,41,52,110,64,202,83,26,41
2018,06037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,594,78,7,11,27,26,50,31,93,47,62,34,33,26,81,48,62,43,148,65,31,35
2018,06037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,640,116,0,12,36,41,55,62,78,56,32,40,58,59,37,39,105,75,213,93,26,37
2018,06037551900,Census Tract 5519,Bellflower,Los Angeles County,California,Bellflower,337,90,0,17,23,30,59,51,11,17,51,35,9,15,20,21,83,66,46,39,35,52
2018,06037553000,Census Tract 5530,Bellflower,Los Angeles County,California,Bellflower,288,90,0,17,0,17,37,35,52,53,78,57,0,17,10,15,68,56,43,40,0,17
2018,06037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,1023,122,0,17,16,17,101,61,83,57,175,83,148,54,147,63,136,78,175,83,42,39
2018,06037553200,Census Tract 5532,Bellflower,Los Angeles County,California,Bellflower,524,113,7,11,10,15,104,76,48,47,29,26,75,52,41,41,78,72,120,78,12,18
2018,06037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,216,83,15,18,10,15,34,44,24,39,24,40,0,12,26,41,19,27,64,54,0,12
2018,06037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,331,107,0,12,0,12,8,13,33,33,21,36,89,74,0,12,17,30,154,95,9,14
2018,06037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,1076,127,9,14,57,61,66,46,222,81,108,59,110,55,48,43,115,75,328,103,13,14
2018,06037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,686,96,0,12,33,39,8,13,51,46,84,56,138,74,15,18,92,68,254,95,11,17
2018,06037554103,Census Tract 5541.03,Bellflower,Los Angeles County,California,Bellflower,157,40,0,12,5,9,10,11,12,18,53,31,35,26,11,17,0,12,31,22,0,12
2018,06037554104,Census Tract 5541.04,Bellflower,Los Angeles County,California,Bellflower,543,64,12,13,30,28,72,37,115,42,53,34,48,28,18,15,35,26,160,64,0,12
2018,06037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,1391,101,9,15,32,27,114,69,146,80,250,89,135,68,91,67,185,82,385,102,44,54
2018,06037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,586,107,0,12,39,30,95,59,96,79,59,52,68,60,67,51,19,22,143,77,0,12
2018,06037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,826,102,11,17,49,51,111,50,95,49,137,92,146,83,19,23,49,50,201,81,8,13
2018,06037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,1493,121,9,14,26,25,187,86,55,46,256,101,202,95,81,64,213,97,448,122,16,18
2018,06037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,622,83,15,22,7,11,24,25,102,75,133,75,73,53,8,15,55,52,197,88,8,13
2018,06037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,792,133,26,40,45,49,71,47,107,55,46,46,107,59,34,36,77,62,279,114,0,12
2018,06037554403,Census Tract 5544.03,Bellflower,Los Angeles County,California,Bellflower,1286,117,14,25,78,53,152,73,121,80,141,71,131,76,74,55,102,62,443,119,30,31
2018,06037554404,Census Tract 5544.04,Bellflower,Los Angeles County,California,Bellflower,1021,115,9,15,27,25,104,64,56,46,94,55,156,74,34,40,155,88,366,108,20,23
2018,06037554405,Census Tract 5544.05,Bellflower,Los Angeles County,California,Bellflower,1000,99,7,13,21,21,73,49,77,52,176,89,84,71,63,37,73,60,356,118,70,56
2018,06037554406,Census Tract 5544.06,Bellflower,Los Angeles County,California,Bellflower,722,140,7,12,47,40,25,22,96,69,118,82,45,44,48,43,32,41,297,122,7,11
2018,06037533901,Census Tract 5339.01,Bell Gardens,Los Angeles County,California,BellGardens,1108,89,11,18,47,46,68,45,162,72,99,59,137,67,68,53,138,62,378,91,0,17
2018,06037533902,Census Tract 5339.02,Bell Gardens,Los Angeles County,California,BellGardens,712,60,0,12,26,26,72,36,58,36,45,28,34,24,51,31,138,56,263,71,25,23
2018,06037534001,Census Tract 5340.01,Bell Gardens,Los Angeles County,California,BellGardens,958,78,27,34,11,18,88,62,61,42,127,66,206,73,53,40,134,58,251,99,0,17
2018,06037534002,Census Tract 5340.02,Bell Gardens,Los Angeles County,California,BellGardens,648,67,0,12,61,52,10,15,99,59,76,42,56,35,75,43,104,54,153,58,14,18
2018,06037534101,Census Tract 5341.01,Bell Gardens,Los Angeles County,California,BellGardens,372,50,20,31,0,12,17,16,36,30,32,29,30,36,31,30,66,41,128,57,12,13
2018,06037534102,Census Tract 5341.02,Bell Gardens,Los Angeles County,California,BellGardens,1244,73,9,14,76,51,111,53,150,74,144,57,57,43,75,47,181,74,383,104,58,46
2018,06037534201,Census Tract 5342.01,Bell Gardens,Los Angeles County,California,BellGardens,737,55,21,24,18,16,63,39,58,35,60,48,61,41,53,38,124,54,276,76,3,5
2018,06037534202,Census Tract 5342.02,Bell Gardens,Los Angeles County,California,BellGardens,1066,94,7,13,38,39,44,43,85,58,124,67,89,55,45,42,133,77,425,106,76,51
2018,06037534203,Census Tract 5342.03,Bell Gardens,Los Angeles County,California,BellGardens,672,61,0,12,19,20,33,22,33,20,128,43,83,36,48,33,100,48,217,59,11,8
2018,06037261101,Census Tract 2611.01,Beverly Hills,Los Angeles County,California,BeverlyHills,138,68,23,22,35,49,0,12,32,38,6,9,0,12,0,12,4,8,18,20,20,30
2018,06037261102,Census Tract 2611.02,Beverly Hills,Los Angeles County,California,BeverlyHills,80,56,0,12,29,27,0,12,0,12,9,13,0,12,0,12,0,12,0,12,42,47
2018,06037265100,Census Tract 2651,Beverly Hills,Los Angeles County,California,BeverlyHills,576,127,62,56,9,14,93,72,41,45,43,28,18,20,20,23,52,49,188,84,50,48
