YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M
2014,06037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,82,56,0,12,0,12,0,12,43,45,23,35,3,8,0,12,0,12,13,14,0,12
2014,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,84,70,0,12,0,12,0,12,11,17,9,15,0,12,11,18,0,12,0,12,53,66
2014,06037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,283,122,0,12,0,12,56,63,12,19,0,12,66,58,0,12,76,84,66,62,7,10
2014,06037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,8,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,5,7,0,12
2014,06037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,127,79,0,12,0,12,0,12,0,12,0,12,13,21,84,72,0,12,20,21,10,16
2014,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,468,186,0,17,62,78,0,17,107,107,46,70,68,87,43,68,0,17,94,87,48,60
2014,06037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,405,125,34,33,35,32,56,57,57,66,46,44,30,49,0,17,60,44,87,67,0,17
2014,06037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,975,187,23,36,26,35,56,53,35,43,221,126,48,62,15,24,9,16,542,142,0,17
2014,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,485,87,21,22,0,12,27,24,16,20,46,55,64,52,43,33,98,68,163,87,7,12
2014,06037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,1028,188,83,77,26,30,54,50,42,38,117,93,76,59,44,41,115,84,395,156,76,83
2014,06037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,224,124,0,17,0,17,31,35,62,74,0,17,0,17,0,17,46,67,12,19,73,73
2014,06037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,84,70,0,12,0,12,0,12,11,17,9,15,0,12,11,18,0,12,0,12,53,66
2014,06037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,100,56,0,12,6,10,12,18,0,12,8,12,18,26,0,12,0,12,38,43,18,28
2014,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,44,27,0,12,0,12,6,10,0,12,6,10,0,12,0,12,6,9,7,11,19,17
2014,06037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,127,79,0,12,0,12,0,12,0,12,0,12,13,21,84,72,0,12,20,21,10,16
2014,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1058,114,38,37,52,31,177,80,129,62,84,43,101,49,27,27,74,54,337,104,39,42
2014,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,1152,84,32,32,123,73,176,83,81,62,132,71,75,47,119,81,143,85,199,91,72,58
2014,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,1358,135,42,49,168,66,112,81,70,49,60,36,122,70,52,38,178,91,509,117,45,52
2014,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1195,191,90,86,89,68,145,81,265,119,52,50,111,70,115,80,74,83,194,107,60,51
2014,06037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,1000,135,68,58,74,70,133,71,128,78,169,100,62,50,62,72,33,39,271,98,0,17
2014,06037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,1302,119,53,50,210,99,239,84,150,67,82,53,101,52,37,31,112,62,257,80,61,46
2014,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,458,110,19,21,38,40,78,84,87,57,19,20,14,20,82,66,18,21,68,52,35,28
2014,06037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,464,95,0,12,60,45,82,63,104,51,39,36,27,32,28,31,71,55,47,31,6,9
2014,06037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,1332,116,6,11,105,60,232,104,99,54,147,76,135,64,78,55,94,61,342,108,94,68
2014,06037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,1169,108,21,35,192,95,68,47,151,85,51,36,83,59,68,43,130,64,311,113,94,65
2014,06037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,1088,115,19,29,78,59,213,85,49,31,35,29,52,62,71,49,218,83,333,96,20,23
2014,06037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,458,78,14,21,35,36,36,40,48,37,15,20,57,44,17,19,8,10,167,62,61,42
2014,06037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,881,120,5,9,31,31,60,39,163,84,47,37,33,25,95,68,94,61,345,107,8,12
2014,06037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,1328,162,92,86,39,46,73,65,50,49,286,154,155,91,49,48,205,102,296,137,83,76
2014,06037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,626,111,29,45,46,54,7,11,39,26,65,48,43,33,39,33,78,63,195,68,85,56
2014,06037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,767,103,9,13,44,37,71,56,75,57,88,61,17,17,56,47,120,64,248,88,39,40
2014,06037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,853,81,24,22,68,46,34,36,148,63,104,58,30,37,27,32,60,42,325,96,33,32
