YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M
2020,06037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,126,99,53,86,11,16,0,13,31,41,11,17,0,13,0,13,0,13,20,21,0,13
2020,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,127,71,0,13,18,29,6,10,12,18,0,13,0,13,33,54,0,13,58,42,0,13
2020,06037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,98,61,0,13,15,19,0,13,35,42,0,13,0,13,0,13,0,13,32,33,16,18
2020,06037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,189,96,0,19,40,44,14,16,0,19,0,19,9,15,0,19,9,14,56,56,61,69
2020,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,309,130,14,23,33,39,55,58,15,24,43,46,0,19,0,19,30,39,107,90,12,22
2020,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,48,36,9,14,7,13,22,32,0,13,0,13,0,13,0,13,0,13,10,15,0,13
2020,06037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,669,150,24,35,30,36,132,73,28,43,153,110,78,77,17,29,58,48,129,79,20,32
2020,06037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,304,149,24,41,23,38,0,13,17,28,35,42,0,13,0,13,17,27,188,143,0,13
2020,06037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,334,102,34,31,10,14,53,51,20,20,4,8,47,37,0,13,67,56,48,32,51,41
2020,06037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,79,88,53,80,15,24,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13
2020,06037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,285,150,0,19,48,75,22,23,5,11,69,99,17,24,0,19,13,20,50,44,61,74
2020,06037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,31,25,0,13,0,13,0,13,0,13,5,10,16,16,0,13,10,16,0,13,0,13
2020,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,102,62,0,13,23,34,5,7,0,13,0,13,0,13,24,26,0,13,50,60,0,13
2020,06037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,98,61,0,13,15,19,0,13,35,42,0,13,0,13,0,13,0,13,32,33,16,18
2020,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1094,133,35,37,89,69,157,66,131,69,162,73,101,67,44,31,76,51,269,103,30,28
2020,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,1204,162,8,12,137,62,114,74,194,108,95,85,127,84,116,66,163,69,226,64,24,28
2020,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,1565,155,46,42,194,97,107,59,231,116,150,74,108,50,75,48,136,64,459,112,59,36
2020,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1214,201,29,36,146,96,124,74,254,164,62,83,38,37,140,103,140,102,229,116,52,46
2020,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,398,132,11,16,22,23,62,44,58,61,32,41,11,17,62,60,0,13,116,83,24,29
