YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M
2021,06037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,120,102,52,82,0,13,0,13,13,14,35,46,0,13,0,13,0,13,20,22,0,13
2021,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,102,71,0,13,19,28,11,18,0,13,0,13,0,13,31,51,0,13,41,35,0,13
2021,06037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,73,53,0,13,5,8,0,13,23,38,0,13,0,13,0,13,0,13,31,31,14,16
2021,06037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,181,107,0,13,50,57,13,16,8,12,0,13,12,19,0,13,8,12,5,9,85,79
2021,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,317,146,14,23,25,33,99,88,19,31,12,23,0,19,0,19,13,20,108,97,27,32
2021,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,41,29,1,13,14,18,16,19,0,13,0,13,0,13,0,13,0,13,10,16,0,13
2021,06037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,654,146,19,29,41,47,119,78,11,18,171,110,22,36,10,16,61,54,158,110,42,47
2021,06037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,165,124,30,49,0,13,0,13,13,22,37,47,0,13,0,13,18,29,67,78,0,13
2021,06037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,306,110,14,15,14,24,33,31,13,16,39,50,9,14,0,13,69,68,49,37,66,48
2021,06037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,78,96,64,94,14,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
2021,06037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,372,166,0,19,59,84,48,45,0,19,94,123,16,26,0,19,27,38,78,53,50,61
2021,06037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,50,33,0,13,0,13,0,13,0,13,7,11,21,21,13,21,9,15,0,13,0,13
2021,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,95,54,0,13,21,32,0,13,0,13,0,13,0,13,22,27,0,13,52,53,0,13
2021,06037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,73,53,0,13,5,8,0,13,23,38,0,13,0,13,0,13,0,13,31,31,14,16
2021,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1083,133,24,30,54,45,156,83,108,61,176,77,83,68,79,63,106,60,253,95,44,36
2021,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,1205,148,10,14,171,83,72,44,200,113,135,92,71,68,116,55,129,59,252,84,49,41
2021,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,1527,174,32,30,196,94,101,69,197,112,162,80,134,71,58,40,217,106,393,106,37,30
2021,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1266,225,36,44,77,70,267,150,255,151,4,12,71,57,78,68,169,100,280,150,29,40
2021,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,335,108,0,13,6,10,53,44,55,56,37,45,0,13,40,35,0,13,119,83,25,28
2021,06037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,518,105,0,13,92,78,64,52,57,51,30,31,18,22,52,37,0,13,205,76,0,13
2021,06037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,1446,204,72,48,177,125,160,86,119,71,208,87,172,103,78,59,105,60,298,109,57,45
2021,06037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,1318,186,46,56,52,40,248,92,184,108,172,115,72,55,89,71,40,46,278,114,137,88
2021,06037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,1160,209,6,10,96,56,113,77,136,63,117,69,22,26,46,45,80,67,490,225,54,48
2021,06037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,671,181,10,13,143,155,79,36,61,44,46,31,26,28,44,42,22,22,212,108,28,23
2021,06037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,1174,212,84,98,25,28,118,57,61,53,143,88,99,103,176,112,90,56,292,102,86,66
