YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M
2012,06037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,486,148,0,18,83,73,90,78,101,90,0,18,34,41,65,65,71,72,27,32,15,24
2012,06037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,147,80,0,13,0,13,11,20,30,27,0,13,0,13,12,19,37,36,29,36,28,28
2012,06037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,235,81,0,13,56,52,0,13,14,13,22,24,0,13,40,37,0,13,103,56,0,13
2012,06037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,876,168,14,22,0,18,125,98,56,59,19,23,25,47,123,83,88,76,379,119,47,59
2012,06037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,621,147,0,18,22,26,28,41,30,38,71,65,80,60,35,33,81,70,197,92,77,40
2012,06037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,701,129,0,18,96,73,48,63,83,70,58,53,18,20,58,62,133,88,207,80,0,18
2012,06037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,292,106,15,23,10,17,10,17,60,44,52,44,9,14,0,13,35,27,55,53,46,46
2012,06037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,1158,211,0,18,160,126,161,106,155,102,88,63,96,85,70,68,124,97,283,125,21,35
2012,06037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,691,148,0,18,81,53,103,78,114,67,54,43,88,85,43,64,18,29,190,115,0,18
2012,06037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,242,85,0,13,37,30,0,13,76,65,0,13,0,13,21,25,31,47,60,58,17,19
2012,06037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,156,66,0,13,29,33,0,13,20,22,29,33,0,13,0,13,0,13,43,41,35,30
2012,06037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,714,103,0,18,95,67,34,33,37,37,103,63,62,54,53,39,76,58,227,108,27,29
2012,06037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,456,89,0,13,17,21,65,48,32,28,37,31,36,33,91,57,27,20,114,81,37,35
2012,06037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,1133,132,8,12,89,90,99,52,128,57,99,62,45,37,89,59,134,78,303,122,139,72
2012,06037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,1484,145,12,18,186,95,330,109,84,44,111,59,103,55,58,44,62,59,473,118,65,41
2012,06037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,1490,217,58,57,166,103,128,77,277,141,141,82,76,63,156,103,141,92,287,126,60,77
2012,06037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,392,102,24,33,39,49,59,62,31,27,9,17,39,33,25,28,22,24,14,21,130,59
2012,06037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,345,99,60,60,15,17,29,26,37,30,0,18,23,25,9,13,21,24,91,65,60,61
2012,06037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,937,151,24,38,47,45,214,109,89,78,89,72,115,58,16,26,98,70,245,93,0,13
2012,06037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,220,74,0,13,17,28,61,36,39,38,20,24,6,9,13,17,13,19,43,37,8,13
2012,06037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,229,106,0,13,13,21,21,25,39,44,54,59,4,8,25,41,20,25,29,27,24,40
2012,06037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,464,122,0,13,15,19,38,39,29,31,74,65,71,57,50,68,49,73,79,55,59,61
2012,06037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,229,77,13,22,0,13,11,16,42,29,20,22,0,13,13,20,43,41,87,51,0,13
2012,06037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,438,123,13,21,7,16,82,72,18,25,58,50,50,38,26,36,0,18,109,89,75,63
2012,06037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,608,125,9,15,8,13,22,31,83,73,98,73,31,32,37,49,40,34,224,84,56,50
2012,06037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,647,99,30,43,23,25,59,35,69,54,22,26,62,34,47,39,43,35,281,87,11,17
2012,06037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,722,181,11,18,0,18,71,69,86,76,142,101,67,53,57,47,26,30,231,103,31,35
2012,06037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,307,87,25,26,6,8,57,39,37,35,6,9,24,18,21,17,21,24,105,66,5,7
2012,06037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,1021,124,20,22,8,13,109,76,90,58,73,60,109,68,75,69,80,48,393,124,64,49
2012,06037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,413,111,0,13,0,13,37,35,71,70,54,54,31,33,8,13,35,43,150,69,27,25
2012,06037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,145,77,0,13,0,13,0,13,16,24,20,22,7,12,36,38,47,46,19,23,0,13
2012,06037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,155,71,0,13,0,13,11,17,10,16,0,13,23,32,24,26,9,14,66,43,12,17
2012,06037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,556,104,0,18,53,42,25,22,80,48,11,17,39,45,95,82,73,63,127,66,53,52
2012,06037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,186,80,9,13,13,22,14,21,53,47,0,13,0,13,0,13,0,13,97,69,0,13
2012,06037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,836,108,11,17,61,52,162,79,92,47,91,73,89,62,31,29,116,77,183,79,0,18
2012,06037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,992,224,0,18,122,89,73,65,125,100,146,93,27,29,37,44,133,120,312,183,17,29
2012,06037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,893,105,0,13,61,43,98,57,116,65,111,62,76,47,112,54,51,42,206,74,62,45
2012,06037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,112,67,14,23,15,24,15,23,0,13,45,52,0,13,0,13,0,13,0,13,23,26
2012,06037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,238,71,0,13,36,32,13,22,4,6,31,32,13,16,4,10,30,37,82,45,25,27
2012,06037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,354,109,10,15,35,39,0,18,29,38,30,48,41,39,0,18,19,24,94,74,96,89
2012,06037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,241,96,0,13,55,54,27,41,0,13,0,13,0,13,49,54,0,13,76,44,34,49
2012,06037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,99,65,0,13,11,16,9,14,0,13,12,18,0,13,0,13,0,13,57,60,10,17
2012,06037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,117,59,3,5,24,38,0,18,0,18,8,14,0,18,11,16,17,18,25,29,29,27
2012,06037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,52,48,0,13,0,13,6,10,0,13,0,13,13,20,0,13,0,13,10,12,23,34
2012,06037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,609,117,67,73,0,13,29,27,86,67,61,43,15,18,69,46,32,22,250,104,0,13
2012,06037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,529,106,0,18,49,44,112,73,58,43,74,60,42,41,31,36,43,52,82,60,38,47
2012,06037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,289,87,0,13,0,13,0,13,12,19,60,58,18,22,48,49,12,19,110,71,29,28
2012,06037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,214,70,7,10,18,21,41,42,0,13,24,39,66,66,5,8,0,13,33,26,20,23
2012,06037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,528,132,0,18,17,19,109,82,40,52,99,70,39,49,67,75,36,41,84,73,37,50
2012,06037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,297,95,0,18,39,33,40,45,37,50,35,42,0,18,54,52,6,9,78,70,8,13
2012,06037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,534,91,0,13,4,8,16,26,54,57,53,62,70,56,59,48,35,43,235,96,8,13
2012,06037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,468,88,0,13,52,47,8,13,61,43,67,66,3,7,6,9,119,74,144,59,8,14
2012,06037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,939,111,0,18,31,29,53,44,58,40,125,60,159,70,86,53,95,51,271,79,61,51
2012,06037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,191,61,0,13,0,13,0,13,5,8,34,38,33,39,32,37,16,23,62,53,9,8
2012,06037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,435,80,14,18,47,43,53,49,57,44,39,34,26,34,19,16,34,28,141,71,5,8
2012,06037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,419,117,0,18,29,25,117,86,77,58,111,68,9,14,17,19,43,46,9,13,7,11
2012,06037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,211,66,0,13,7,12,17,23,5,7,14,21,13,22,12,13,47,32,80,45,16,25
2012,06037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,206,74,11,19,9,16,47,62,9,17,0,13,47,47,7,13,14,16,48,40,14,23
2012,06037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,803,90,7,11,0,18,16,20,102,81,133,76,53,37,57,46,91,68,306,103,38,42
2012,06037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,59,42,5,7,9,14,3,5,0,13,25,38,0,13,0,13,6,9,11,14,0,13
2012,06037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,432,112,37,50,33,37,68,61,59,43,27,39,34,38,60,51,29,30,85,47,0,18
2012,06037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,567,117,0,18,23,35,65,45,21,24,6,11,104,78,92,64,32,32,224,90,0,18
2012,06037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,424,70,0,13,30,27,63,50,41,37,40,29,28,26,27,25,59,43,136,64,0,13
2012,06037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,843,134,27,31,0,18,59,54,94,60,105,50,143,77,35,35,101,72,263,95,16,25
2012,06037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,466,92,0,13,0,13,27,35,56,50,78,58,30,35,51,46,0,13,200,89,24,37
2012,06037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,133,56,0,13,0,13,47,47,19,29,16,23,0,13,19,23,0,13,28,26,4,6
2012,06037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,543,107,0,18,76,59,0,18,132,74,62,56,0,18,109,72,0,18,131,77,33,29
2012,06037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,232,93,18,24,0,13,14,22,0,13,4,6,57,46,40,52,30,34,69,54,0,13
2012,06037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,160,59,0,13,0,13,14,16,40,38,38,41,4,7,7,11,0,13,45,31,12,15
2012,06037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,277,104,0,18,0,18,0,18,55,58,36,38,11,16,0,18,120,78,31,36,24,28
2012,06037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,241,71,15,26,5,7,28,30,43,26,0,13,27,26,24,27,15,17,84,57,0,13
2012,06037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,321,106,0,13,32,52,0,13,54,47,47,58,31,43,11,18,30,48,116,74,0,13
2012,06037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,704,115,32,37,38,38,79,52,23,24,86,61,110,69,77,61,45,42,198,89,16,19
2012,06037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,553,99,0,18,35,47,55,51,10,16,49,38,86,70,18,20,73,53,171,73,56,55
2012,06037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,503,106,14,17,6,10,91,54,73,52,76,52,36,36,24,27,59,45,110,63,14,21
2012,06037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,270,76,17,28,0,13,64,52,17,20,15,19,0,13,31,40,38,32,85,48,3,6
2012,06037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,476,106,0,13,0,13,17,19,0,13,96,59,94,88,12,18,22,27,186,84,49,64
2012,06037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,215,69,0,18,0,18,0,18,35,37,43,40,29,45,11,17,49,45,35,39,13,21
2012,06037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,132,69,0,13,29,41,16,26,0,13,25,27,0,13,0,13,10,16,30,43,22,25
2012,06037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,530,86,7,12,31,29,62,59,42,30,99,56,37,48,33,30,65,49,130,73,24,27
2012,06037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,970,74,9,14,55,45,132,67,82,57,98,55,90,55,86,57,71,48,321,87,26,29
2012,06037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,1054,108,0,18,92,52,96,55,108,61,122,76,45,46,142,69,115,66,303,110,31,29
2012,06037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,1278,125,0,18,49,39,113,60,163,75,242,93,120,64,6,9,149,79,436,112,0,18
2012,06037533703,Census Tract 5337.03,Bell,Los Angeles County,California,Bell,761,84,0,13,19,21,84,60,41,40,176,72,69,43,37,40,34,28,294,75,7,12
2012,06037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,1089,121,0,18,38,34,124,62,81,64,69,50,167,76,70,56,162,84,378,115,0,18
2012,06037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,730,105,0,13,0,13,125,68,66,51,83,65,147,82,90,68,103,54,102,71,14,16
2012,06037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,682,89,9,14,96,90,11,19,143,84,51,60,41,52,41,37,73,58,217,88,0,13
2012,06037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,658,119,0,13,25,28,64,58,47,40,31,28,0,13,31,37,51,49,402,131,7,12
2012,06037551900,Census Tract 5519,Bellflower,Los Angeles County,California,Bellflower,539,119,0,18,29,40,114,77,99,68,73,64,12,18,29,30,19,23,151,88,13,20
2012,06037553000,Census Tract 5530,Bellflower,Los Angeles County,California,Bellflower,219,103,10,16,17,27,0,13,8,13,18,21,82,80,19,29,9,15,51,53,5,9
2012,06037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,1012,110,18,30,56,40,197,98,47,34,76,63,160,81,91,63,124,73,234,95,9,11
2012,06037553200,Census Tract 5532,Bellflower,Los Angeles County,California,Bellflower,554,122,0,18,25,38,73,77,72,67,112,69,52,51,57,43,8,14,138,77,17,22
2012,06037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,173,82,19,23,0,13,8,22,7,11,15,31,13,21,0,13,24,40,48,39,39,48
2012,06037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,319,92,0,13,50,41,0,13,41,38,59,52,37,32,14,24,12,19,85,52,21,24
2012,06037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,1026,125,3,10,73,56,37,33,96,55,153,72,108,63,73,59,36,31,410,118,37,39
2012,06037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,700,87,38,42,109,75,19,22,52,55,84,64,62,53,48,41,113,75,168,72,7,11
2012,06037554103,Census Tract 5541.03,Bellflower,Los Angeles County,California,Bellflower,194,74,13,19,0,13,0,13,18,28,58,37,11,20,53,55,19,32,21,25,1,4
2012,06037554104,Census Tract 5541.04,Bellflower,Los Angeles County,California,Bellflower,579,73,0,13,39,46,9,11,138,93,38,41,19,29,62,57,17,20,253,90,4,7
2012,06037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,1505,70,56,38,92,60,202,110,141,83,140,84,133,86,90,57,144,94,449,124,58,61
2012,06037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,526,99,8,13,50,52,26,25,48,35,44,49,59,57,83,57,100,58,71,52,37,41
2012,06037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,803,141,44,71,46,65,52,40,178,111,59,46,13,20,49,49,48,42,280,110,34,50
2012,06037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,1300,146,29,44,35,55,89,85,120,104,186,86,113,87,46,47,208,97,445,131,29,34
2012,06037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,547,110,35,51,15,21,109,82,70,59,73,50,16,23,19,29,16,17,194,87,0,13
2012,06037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,860,140,44,66,88,67,89,59,24,29,123,96,43,55,82,60,92,70,263,118,12,19
2012,06037554403,Census Tract 5544.03,Bellflower,Los Angeles County,California,Bellflower,1236,128,27,24,49,44,135,81,108,66,54,37,166,88,122,73,123,77,413,120,39,33
2012,06037554404,Census Tract 5544.04,Bellflower,Los Angeles County,California,Bellflower,1108,104,11,17,114,66,68,56,200,103,143,76,65,54,83,57,86,48,321,100,17,19
2012,06037554405,Census Tract 5544.05,Bellflower,Los Angeles County,California,Bellflower,1053,97,0,13,67,41,189,106,185,107,108,63,113,69,53,59,142,89,196,101,0,13
2012,06037554406,Census Tract 5544.06,Bellflower,Los Angeles County,California,Bellflower,885,127,30,30,7,12,116,86,131,96,16,18,161,107,19,22,218,137,147,77,40,61
2012,06037533901,Census Tract 5339.01,Bell Gardens,Los Angeles County,California,BellGardens,1164,90,15,19,93,67,120,64,131,77,131,77,106,65,92,52,83,50,393,114,0,18
2012,06037533902,Census Tract 5339.02,Bell Gardens,Los Angeles County,California,BellGardens,666,84,0,13,40,27,93,44,126,65,37,27,0,13,19,18,88,45,263,81,0,13
2012,06037534001,Census Tract 5340.01,Bell Gardens,Los Angeles County,California,BellGardens,944,100,0,18,43,40,78,62,31,31,152,64,128,69,79,52,25,35,358,104,50,43
2012,06037534002,Census Tract 5340.02,Bell Gardens,Los Angeles County,California,BellGardens,621,92,35,47,82,63,85,47,35,25,32,41,99,67,66,50,20,22,131,57,36,36
2012,06037534101,Census Tract 5341.01,Bell Gardens,Los Angeles County,California,BellGardens,367,47,5,8,10,15,14,24,86,68,36,33,15,23,2,6,63,46,136,63,0,13
2012,06037534102,Census Tract 5341.02,Bell Gardens,Los Angeles County,California,BellGardens,1215,111,7,11,131,71,126,60,129,69,93,66,107,60,45,45,116,63,450,99,11,17
2012,06037534201,Census Tract 5342.01,Bell Gardens,Los Angeles County,California,BellGardens,843,66,6,9,26,41,55,40,71,50,132,66,42,36,115,66,71,45,325,96,0,13
2012,06037534202,Census Tract 5342.02,Bell Gardens,Los Angeles County,California,BellGardens,1057,94,51,46,69,56,103,55,67,58,67,51,107,54,104,58,73,45,398,99,18,29
2012,06037534203,Census Tract 5342.03,Bell Gardens,Los Angeles County,California,BellGardens,648,105,0,13,12,19,50,42,62,62,202,88,58,36,40,34,61,51,163,65,0,13
2012,06037261101,Census Tract 2611.01,Beverly Hills,Los Angeles County,California,BeverlyHills,50,40,0,13,12,19,0,13,0,13,0,13,0,13,0,13,0,13,24,31,14,17
2012,06037261102,Census Tract 2611.02,Beverly Hills,Los Angeles County,California,BeverlyHills,116,75,0,13,0,13,19,18,6,10,0,13,0,13,0,13,0,13,46,34,45,65
2012,06037265100,Census Tract 2651,Beverly Hills,Los Angeles County,California,BeverlyHills,380,96,43,54,15,16,9,14,0,13,0,13,50,55,9,14,46,52,167,68,41,41
